ni_in,fe_in,cao_in,al2o3_in,s_m,bc,mc_kilnfeed,fc_coal,gcv_coal,fc_lcv,gcv_lcv,current_pry,current_sec1,current_sec2,current_sec3,load,realisasi_beban,rpm,kg_tco,charge_kiln,tdo,pry_p,sec_p,pry_v,sec_v,total_coal,total_fuel,reductor_consume,t_tic162,t_tic163,metal_temp,ni_met,c_met,si_met,fe_met,s_met,ni_slag,fe_slag,t_kalsin,pic_161,loi_kalsin
2.09,16.8,3.22875,1.86,2.331215,0.504696,24.69,43.74,6987.85,40.89,6156.13,20.97,18.3,16.700000000000003,18.3,23.8,23.562,0.689715,52.7,77.81,58.598711,410.5,125.1,94.1,399.3,4100.0,4100.0,4.282,989.397095,801.292542,1369.0,15.62,1.39,0.78,81.8,0.41,0.05,7.04,664.569641,-3.780412,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,24.69,43.74,6987.85,40.89,6156.13,20.97,20.1,18.0,16.25,31.2,30.888,0.692415,48.5,80.4,60.54924,339.4,97.6,85.8,375.2,3900.0,3900.0,4.282,1023.968506,831.481323,1369.0,15.62,1.39,0.78,81.8,0.41,0.05,7.07,648.387207,-4.063403,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.1,43.74,6987.85,40.89,6156.13,21.5,20.0,21.1,22.2,32.13,31.8087,0.69471,52.1,80.43,61.85067,352.4,103.5,86.1,394.4,3600.0,3600.0,4.378,983.29187,833.705139,1369.0,15.62,1.39,0.78,81.8,0.41,0.05,7.07,646.401367,-3.817679,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.1,43.74,6987.85,40.89,6156.13,21.5,19.3,17.8,17.9,27.5,27.225,0.692415,44.8,82.46,63.41174,434.5,125.1,97.9,425.1,3700.0,3700.0,4.382,946.244812,801.910828,1369.0,15.62,1.39,0.78,81.8,0.41,0.05,7.07,653.96814,-4.426513,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.1,43.74,6987.85,40.89,6156.13,21.5,20.2,17.5,20.4,30.98,30.98,0.67662,45.9,80.6,61.9814,393.0,122.4,93.1,429.6,3700.0,3700.0,4.319,980.437744,772.148071,1369.0,15.62,1.39,0.78,81.8,0.41,0.05,7.07,664.190857,-3.505382,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.1,43.74,6987.85,40.89,6156.13,21.5,18.9,19.6,16.7,30.96,30.6504,0.695115,48.8,79.83,61.38927,374.5,142.6,90.5,447.8,3900.0,3900.0,4.311,966.090271,722.862488,1369.0,15.62,1.39,0.78,81.8,0.41,0.05,7.11,666.463745,-3.567037,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,24.77,43.74,6987.85,40.89,6156.13,21.5,18.9,21.4,20.9,29.56,29.56,0.75843,48.4,88.71,66.736533,504.5,167.2,106.2,476.5,4300.0,4300.0,4.898,1005.417908,719.587524,1369.0,15.62,1.39,0.78,81.8,0.41,0.05,7.11,660.30896,-3.970653,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,24.77,43.74,6987.85,40.89,6156.13,21.5,19.9,20.5,20.6,33.26,33.26,0.759915,47.4,90.62,68.173426,400.8,145.1,94.2,442.9,4300.0,4300.0,4.899,992.362427,749.201721,1369.0,15.62,1.39,0.78,81.8,0.41,0.05,7.11,653.589722,-3.569119,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,24.77,43.74,6987.85,40.89,6156.13,21.5,22.4,21.5,21.3,34.74,34.3926,0.833085,46.8,91.78,69.046094,402.2,147.8,93.8,443.1,4300.0,4300.0,5.352,1019.040161,777.696228,1379.0,15.64,1.51,0.79,81.64,0.42,0.05,7.11,649.14386,-3.482224,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,24.77,43.74,6987.85,40.89,6156.13,21.5,20.5,26.2,21.9,30.21,29.9079,0.830655,41.5,97.23,73.146129,449.3,172.5,99.8,486.5,4400.0,4400.0,5.415,1017.487671,771.980164,1372.0,15.62,1.36,0.7,81.91,0.41,0.05,6.29,635.721497,-2.906437,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.21,43.74,6987.85,40.89,6156.13,21.64,22.0,23.2,23.0,35.1,35.1,0.8316,46.8,96.94,74.440226,560.6,192.4,112.0,501.5,4500.0,4500.0,5.415,1010.115234,766.348206,1372.0,15.62,1.36,0.7,81.91,0.41,0.05,6.29,639.122925,-2.967149,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.21,43.74,6987.85,40.89,6156.13,21.64,22.0,22.1,22.2,36.8,36.8,0.85779,46.1,97.87,75.154373,476.2,202.0,103.5,505.0,4500.0,4500.0,5.473,1018.893799,808.63324,1372.0,15.62,1.36,0.7,81.91,0.41,0.05,6.29,666.463745,-3.256531,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.21,43.74,6987.85,40.89,6156.13,21.64,20.7,20.7,20.9,35.4,35.4,0.885195,38.1,104.75,80.437525,354.0,185.6,89.2,507.0,3900.0,3900.0,5.767,965.497925,806.592957,1372.0,15.62,1.36,0.7,81.91,0.41,0.05,6.29,664.853699,-3.729801,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.21,43.74,6987.85,40.89,6156.13,21.64,21.7,22.4,21.4,36.4,36.4,0.894645,43.1,105.22,80.798438,524.6,201.6,109.6,504.5,3900.0,3900.0,5.761,887.397217,730.668579,1372.0,15.62,1.36,0.7,81.91,0.41,0.05,7.15,654.630493,-3.215118,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.21,43.74,6987.85,40.89,6156.13,21.64,21.0,22.4,19.6,37.0,36.63,0.890865,44.4,105.31,80.867549,635.8,197.4,121.0,504.6,4400.0,4400.0,5.718,924.53009,740.225037,1372.0,15.62,1.36,0.7,81.91,0.41,0.05,7.15,670.442322,-2.165003,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.79,43.74,6987.85,40.89,6156.13,21.64,21.4,23.2,20.4,30.2,29.898,0.89181,44.3,105.07,80.073847,631.5,198.3,120.8,506.9,4500.0,4500.0,5.702,964.64093,762.762268,1376.0,15.62,1.4,0.71,81.85,0.42,0.05,7.15,722.347839,-2.61961,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.79,43.74,6987.85,40.89,6156.13,21.64,20.9,23.0,21.6,34.2,33.858,0.88938,44.6,105.12,80.111952,641.3,199.0,121.1,508.1,4500.0,4500.0,5.725,977.925903,786.721375,1341.0,15.83,1.37,0.65,81.72,0.43,0.05,7.15,779.4689020000001,-2.174724,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.79,43.74,6987.85,40.89,6156.13,21.64,22.2,22.7,19.8,32.2,31.878,0.88479,44.3,104.24,79.441304,643.5,196.5,150.3,514.1,4500.0,4500.0,5.731,961.180603,780.426758,1341.0,15.83,1.37,0.65,81.72,0.43,0.05,6.87,762.407898,-2.558623,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.19,43.74,6987.85,40.89,6156.13,21.64,21.9,21.0,23.1,32.66,32.66,0.891405,46.1,104.12,79.974572,643.6,192.4,120.8,511.6,4500.0,4500.0,5.583,996.75293,801.268433,1341.0,15.83,1.37,0.65,81.72,0.43,0.05,6.87,735.786804,-2.648404,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.19,36.46,5924.87,41.02,6038.37,21.64,22.1,20.1,21.1,36.6,36.234,0.89316,45.5,103.15,79.229515,636.0,189.6,120.9,508.6,4500.0,4500.0,5.599,986.69043,797.227173,1341.0,15.83,1.37,0.65,81.72,0.43,0.05,6.87,745.21991,-3.301207,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.19,36.46,5924.87,41.02,6038.37,21.64,19.7,18.2,20.7,34.6,34.6,0.900855,45.7,103.45,79.459945,515.0,192.8,108.9,509.0,4500.0,4500.0,5.597,970.619446,804.437805,1341.0,15.83,1.37,0.65,81.72,0.43,0.05,6.87,699.50592,-3.761938,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.19,36.46,5924.87,41.02,6038.37,21.64,22.5,18.4,22.1,35.55,35.55,0.862785,43.8,99.46,76.395226,448.1,178.7,101.0,483.2,4200.0,4200.0,5.356,984.305786,767.125427,1341.0,15.83,1.37,0.65,81.72,0.43,0.05,6.97,646.306824,-3.885275,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.71,36.46,5924.87,41.02,6038.37,21.64,22.8,23.0,20.4,33.75,33.4125,0.872505,44.4,99.16,75.649164,442.3,178.8,100.6,484.3,4200.0,4200.0,5.398,980.754639,753.729431,1341.0,15.83,1.37,0.65,81.72,0.43,0.05,6.97,675.654358,-4.044518,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.71,36.46,5924.87,41.02,6038.37,21.64,19.5,16.700000000000003,18.2,33.0,33.0,0.86184,45.6,99.19,75.672051,460.3,170.7,102.9,479.7,4200.0,4200.0,5.379,967.02655,728.192078,1341.0,15.83,1.37,0.65,81.72,0.43,0.05,6.97,722.827026,-3.583255,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.71,36.46,5924.87,41.02,6038.37,21.64,22.2,21.1,20.2,32.6,32.6,0.87318,49.5,98.28,74.977812,507.3,188.5,108.5,495.6,4500.0,4500.0,5.361,962.647644,701.242798,1341.0,15.83,1.37,0.65,81.72,0.43,0.05,6.97,747.82251,-2.525998,0.25
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.71,36.46,5924.87,41.02,6038.37,21.97,18.7,19.4,20.7,35.9,35.9,0.86508,50.1,97.61,74.466669,515.7,190.8,108.6,497.7,4700.0,4700.0,5.361,1009.575012,757.973083,1374.0,15.94,1.48,0.65,81.49,0.44,0.05,6.84,749.365662,-2.209708,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,24.0,36.46,5924.87,41.02,6038.37,21.97,19.7,22.4,23.5,33.7,33.7,0.86994,49.5,96.4,73.264,519.2,194.1,108.9,494.3,4600.0,4600.0,5.508,1020.332642,795.287781,1374.0,15.94,1.48,0.65,81.49,0.44,0.05,6.84,775.102295,-1.814474,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,24.0,36.46,5924.87,41.02,6038.37,21.97,20.8,21.8,21.7,36.43,36.43,0.869805,45.3,100.99,76.7524,533.1,179.7,108.7,533.1,4400.0,4400.0,5.444,978.607727,827.541016,1374.0,15.94,1.48,0.65,81.49,0.44,0.05,6.84,779.4689020000001,-2.102879,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,24.0,36.46,5924.87,41.02,6038.37,21.97,21.3,21.2,20.1,36.21,36.21,0.86049,45.6,100.34,76.2584,529.4,180.6,108.6,529.4,4400.0,4400.0,5.427,997.754089,807.130066,1374.0,15.94,1.48,0.65,81.49,0.44,0.05,6.84,714.783569,-2.877668,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,24.0,36.46,5924.87,41.02,6038.37,21.97,22.7,22.1,22.7,35.15,35.15,0.87021,44.8,100.23,76.1748,548.5,192.7,110.6,509.2,4400.0,4400.0,5.441,972.061157,795.373657,1374.0,15.94,1.48,0.65,81.49,0.44,0.05,6.84,660.687622,-3.15605,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,25.04,36.46,5924.87,41.02,6038.37,21.97,21.5,20.9,23.2,36.03,36.03,0.86427,44.1,100.24,75.139904,539.8,240.4,109.7,548.4,4500.0,4500.0,5.417,1012.573303,801.020264,1370.0,15.87,1.28,0.63,81.77,0.45,0.05,6.93,693.125305,-2.958121,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,25.04,36.46,5924.87,41.02,6038.37,21.97,20.0,16.700000000000003,20.7,35.27,35.27,0.88506,35.2,100.33,75.207368,397.2,127.6,93.8,433.8,4000.0,4000.0,5.42,1038.737061,826.54718,1370.0,15.87,1.28,0.63,81.77,0.45,0.05,6.93,671.674072,-4.284992,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,25.04,36.46,5924.87,41.02,6038.37,21.97,21.8,24.7,24.7,34.53,34.53,0.88479,33.4,100.21,75.117416,278.9,116.8,78.5,385.6,3200.0,3200.0,5.407,1003.462952,804.366333,1370.0,15.87,1.28,0.63,81.77,0.45,0.05,6.93,644.226868,-3.291678,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,25.04,36.46,5924.87,41.02,6038.37,21.97,19.3,18.6,21.2,33.67,33.67,0.887895,33.1,99.8,74.81008,277.2,117.0,77.9,388.2,3200.0,3200.0,5.424,982.985657,771.51593,1370.0,15.87,1.28,0.63,81.77,0.45,0.05,6.93,635.060181,-3.194903,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.05,36.46,5924.87,41.02,6038.37,22.63,20.2,21.4,23.0,35.5,35.145,0.892485,30.7,97.64,75.13398,325.9,115.6,84.9,400.0,3100.0,3100.0,5.44,976.184265,789.250183,1370.0,15.87,1.28,0.63,81.77,0.45,0.05,6.93,651.22467,-2.08021,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.05,36.46,5924.87,41.02,6038.37,23.34,24.1,24.6,24.8,34.5,34.155,0.88722,28.925000000000004,98.68,75.93426,378.8,118.9,92.0,409.6,2800.0,2800.0,5.445,949.14209,776.338684,1370.0,15.87,1.28,0.63,81.77,0.45,0.05,6.93,667.695068,-2.494761,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.05,36.46,5924.87,41.02,6038.37,23.34,22.9,23.6,21.9,31.7,31.383,0.88641,31.7,100.58,77.39631,441.1,127.3,99.9,421.2,2700.0,2700.0,5.457,939.641541,718.942505,1370.0,15.87,1.28,0.63,81.77,0.45,0.05,6.93,662.959839,-2.660903,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.05,36.46,5924.87,41.02,6038.37,22.63,22.1,16.700000000000003,20.0,31.6,31.6,0.891405,37.1,100.72,77.50404,670.5,139.9,122.7,449.2,3400.0,3400.0,5.48,1007.28656,781.41687,1368.0,15.92,1.3,0.65,81.7,0.43,0.05,6.93,659.646362,-3.492429,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.5,36.46,5924.87,41.02,6038.37,22.63,22.2,23.6,21.9,34.0,33.66,0.905715,37.4,105.1,80.4015,684.1,144.6,123.8,456.1,3800.0,3800.0,5.689,1020.13501,798.401794,1373.0,15.03,1.44,0.84,82.14,0.55,0.05,6.93,649.427551,-2.764969,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.5,36.46,5924.87,41.02,6038.37,22.63,21.6,21.7,22.7,35.4,35.4,0.96174,36.1,106.31,81.32715,458.9,165.9,101.5,478.7,3800.0,3800.0,5.95,1016.366455,798.583435,1373.0,15.03,1.44,0.84,82.14,0.55,0.05,6.75,672.242554,-3.253068,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.5,36.46,5924.87,41.02,6038.37,22.63,20.6,20.8,21.0,32.9,32.9,0.96228,36.3,109.71,83.92815,376.9,173.1,91.9,484.9,3800.0,3800.0,5.967,1013.167664,785.289795,1373.0,15.03,1.44,0.84,82.14,0.55,0.05,6.75,690.937134,-3.281952,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.14,36.46,5924.87,41.02,6038.37,21.97,19.3,22.4,21.0,36.3,36.3,0.960255,34.1,108.16,83.131776,332.2,145.2,85.4,445.5,3600.0,3600.0,5.869,1007.315491,791.398621,1373.0,15.03,1.44,0.84,82.14,0.55,0.05,6.75,777.335022,-3.101682,0.0
1.78,16.52,0.92,2.14,2.213295,0.468977,23.14,38.34,6310.76,39.72,5888.72,21.97,22.7,21.7,23.4,36.6,36.6,0.964035,29.7,108.0,83.0088,300.4,130.8,81.4,426.0,3300.0,3300.0,5.852,980.927795,798.218201,1373.0,15.03,1.44,0.84,82.14,0.55,0.05,6.75,768.701904,-2.715214,0.0
1.78,16.52,0.92,2.14,2.213295,0.468977,23.14,38.34,6310.76,39.72,5888.72,21.97,21.3,22.8,22.9,32.4,32.4,0.96282,34.5,106.7,82.00962,329.3,138.0,85.8,426.3,3300.0,3300.0,3.852,959.978394,742.152832,1373.0,15.03,1.44,0.84,82.14,0.55,0.05,6.52,759.022705,-3.011189,0.0
1.78,16.52,0.92,2.14,2.213295,0.468977,23.14,38.34,6310.76,39.72,5888.72,21.97,21.7,22.7,20.0,34.9,34.551,0.958635,34.5,109.1,83.85426,357.5,146.2,89.7,424.0,3500.0,3500.0,5.899,935.231079,773.260742,1373.0,15.03,1.44,0.84,82.14,0.55,0.05,6.52,695.885803,-1.886502,0.0
1.78,16.52,0.92,2.14,2.213295,0.468977,20.61,38.34,6310.76,39.72,5888.72,21.97,21.8,19.7,22.1,34.8,34.8,0.957285,34.6,108.98,86.519222,370.4,143.3,91.4,435.8,3600.0,3600.0,5.928,905.038208,742.262207,1373.0,15.03,1.44,0.84,82.14,0.55,0.05,6.52,674.706543,-3.981305,0.0
1.8,16.44,0.95,2.17,2.148565,0.4832,20.61,38.34,6310.76,39.72,5888.72,21.97,22.6,22.4,21.4,23.050000000000004,22.522500000000008,0.957555,40.3,108.98,86.519222,412.0,160.5,96.7,473.8,3800.0,3800.0,5.903,893.953003,702.557678,1373.0,15.03,1.44,0.84,82.14,0.55,0.05,6.52,699.315369,-3.094848,0.0
1.8,16.44,0.95,2.17,2.148565,0.4832,20.61,38.34,6310.76,39.72,5888.72,21.07,21.3,22.5,19.3,26.34,26.0766,0.960255,42.4,109.71,87.098769,425.1,187.1,98.2,495.4,4400.0,4400.0,5.917,923.636963,745.654236,1373.0,15.03,1.44,0.84,82.14,0.55,0.04,6.51,723.593872,-3.552776,0.0
1.8,16.44,0.95,2.17,2.148565,0.4832,20.61,38.34,6310.76,39.72,5888.72,21.97,22.2,20.8,20.5,33.25,33.25,0.95958,43.6,110.03,87.352817,424.5,184.4,98.2,489.4,4400.0,4400.0,5.924,931.956421,770.858704,1373.0,15.03,1.44,0.84,82.14,0.55,0.04,6.51,728.006104,-3.027054,0.0
1.8,16.44,0.95,2.17,2.148565,0.4832,22.67,38.34,6310.76,39.72,5888.72,21.97,16.500000000000004,21.0,20.2,39.38,39.38,0.95796,43.7,108.31,83.756123,413.1,139.8,96.2,437.9,4600.0,4600.0,5.983,970.351929,777.383789,1373.0,15.03,1.44,0.84,82.14,0.55,0.04,6.51,725.128052,-3.798939,0.0
1.72,17.67,0.91,2.31,2.327284,0.447163,22.67,38.34,6310.76,39.72,5888.72,21.97,20.7,19.7,19.7,35.6,35.6,0.95094,44.5,109.71,84.838743,410.8,141.6,96.2,437.7,4500.0,4500.0,5.903,969.391602,777.173767,1373.0,15.03,1.44,0.84,82.14,0.55,0.05,6.54,680.203979,-3.676204,0.0
1.72,17.67,0.91,2.31,2.327284,0.447163,22.67,38.34,6310.76,39.72,5888.72,21.97,23.3,22.0,21.2,37.5,37.5,0.95553,44.2,109.16,84.413428,410.8,130.4,95.9,436.3,4600.0,4600.0,5.906,953.84906,753.391846,1373.0,15.03,1.44,0.84,82.14,0.55,0.05,6.54,654.062744,-3.292804,0.0
1.72,17.67,0.91,2.31,2.327284,0.447163,22.67,38.34,6310.76,39.72,5888.72,22.63,21.1,21.4,22.4,32.6,32.6,0.915435,49.3,108.5,83.90305,422.4,145.7,97.5,445.2,4600.0,4600.0,5.932,952.396362,733.069397,1373.0,15.03,1.44,0.84,82.14,0.55,0.05,6.54,646.68512,-4.315114,0.0
1.72,17.67,0.91,2.31,2.327284,0.447163,22.02,38.34,6310.76,39.72,5888.72,22.63,21.9,19.6,23.4,36.5,36.5,0.82674,48.5,99.25,77.39515,426.1,151.6,97.7,437.3,4600.0,4600.0,5.346,971.624084,736.64093,1373.0,15.03,1.44,0.84,82.14,0.55,0.05,6.54,633.171082,-5.3877753749999995,0.0
1.7,17.53,0.91,2.33,2.329138,0.446906,22.02,38.34,6310.76,39.72,5888.72,21.97,21.7,22.7,23.6,34.5,34.155,0.833625,48.7,99.56,77.636888,427.4,156.0,98.0,448.3,4600.0,4600.0,5.393,974.245544,763.801147,1373.0,15.03,1.44,0.84,82.14,0.55,0.05,6.54,639.595398,-4.367896,0.0
1.7,17.53,0.91,2.33,2.329138,0.446906,22.02,38.34,6310.76,39.72,5888.72,21.97,22.9,24.0,21.4,34.5,34.155,0.829845,48.5,99.62,77.683676,427.2,153.0,97.9,447.2,4600.0,4600.0,5.385,1003.330261,737.242859,1373.0,15.03,1.44,0.84,82.14,0.55,0.05,6.54,637.327637,-3.718962,0.0
1.7,17.53,0.91,2.33,2.329138,0.446906,22.02,38.34,6310.76,39.72,5888.72,21.97,23.3,23.4,20.0,32.48,32.1552,0.857925,38.5,101.18,78.900164,407.7,128.6,95.8,428.9,3900.0,3900.0,5.573,995.390686,812.40033,1373.0,15.03,1.44,0.84,82.14,0.55,0.04,6.95,612.127197,-3.018512,0.0
1.7,17.53,0.91,2.33,2.329138,0.446906,22.41,38.34,6310.76,39.72,5888.72,21.97,20.8,25.0,23.3,31.61,31.2939,0.85995,35.5,101.17,78.497803,409.9,126.8,96.1,420.0,3600.0,3600.0,5.488,940.928833,787.490173,1373.0,15.03,1.44,0.84,82.14,0.55,0.04,6.95,613.447205,-2.917472,0.0
1.7,17.53,0.91,2.33,2.329138,0.446906,22.41,38.34,6310.76,39.72,5888.72,21.97,22.7,23.4,25.4,35.74,35.3826,0.86535,40.9,97.57,75.704563,424.2,141.2,97.8,431.2,4000.0,4000.0,5.392,945.952271,756.118835,1373.0,15.03,1.44,0.84,82.14,0.55,0.04,6.95,627.788574,-3.841439,0.0
1.7,17.53,0.91,2.33,2.329138,0.446906,22.41,38.34,6310.76,39.72,5888.72,21.97,21.5,22.6,21.5,36.91,36.5409,0.85644,43.0,99.88,77.496892,434.7,145.6,98.0,447.7,4300.0,4300.0,5.397,952.179626,753.395691,1373.0,15.03,1.44,0.84,82.14,0.55,0.05,7.13,667.884521,-3.355757,0.0
1.7,17.53,0.91,2.33,2.329138,0.446906,22.41,38.34,6310.76,39.72,5888.72,21.97,23.0,23.9,24.9,35.99,35.99,0.859545,45.1,99.69,77.349471,424.5,152.0,98.0,440.8,4500.0,4500.0,5.397,973.221741,779.139343,1373.0,15.03,1.44,0.84,82.14,0.55,0.05,7.13,639.311951,-3.526537,0.0
1.7,17.53,0.91,2.33,2.329138,0.446906,22.41,38.34,6310.76,39.72,5888.72,21.97,20.5,21.4,20.6,36.9,36.531,0.853605,43.0,99.79,77.427061,429.3,148.5,98.1,445.5,4300.0,4300.0,5.376,975.809998,794.42572,1362.0,15.63,1.44,0.74,81.81,0.38,0.05,7.13,676.697021,-3.255965,0.0
1.7,17.53,0.91,2.33,2.329138,0.446906,21.7,38.34,6310.76,39.72,5888.72,21.97,22.6,22.4,24.1,34.21,33.8679,0.85482,44.2,99.37,77.80671,426.1,151.3,98.0,450.6,4400.0,4400.0,5.406,981.306458,803.171082,1362.0,15.63,1.44,0.74,81.81,0.38,0.05,7.13,751.005798,-2.555353,0.0
1.7,17.53,0.91,2.33,2.329138,0.446906,21.7,38.34,6310.76,39.72,5888.72,21.97,19.8,18.6,18.8,31.4,31.4,0.8532,42.5,99.35,77.79105,542.1,152.9,111.0,459.6,3900.0,3900.0,5.432,922.020264,750.832764,1362.0,15.63,1.44,0.74,81.81,0.38,0.05,6.96,724.552734,-2.84746,0.0
1.7,17.12,0.83,2.16,2.401911,0.432057,21.7,44.74,6600.76,41.78,4879.55,21.97,17.9,22.5,23.4,33.3,33.3,0.910305,45.1,102.39,80.17137,686.5,168.4,125.0,481.3,4000.0,4000.0,5.69,954.074158,740.789185,1362.0,15.63,1.44,0.74,81.81,0.38,0.05,6.96,767.151672,-3.163114,0.0
1.7,17.12,0.83,2.16,2.401911,0.432057,21.81,44.74,6600.76,41.78,4879.55,21.97,16.500000000000004,19.1,16.4,23.050000000000004,22.522500000000008,0.91179,47.3,104.37,81.606903,694.2,183.1,125.0,498.2,4300.0,4300.0,5.678,960.436707,748.315857,1362.0,15.63,1.44,0.74,81.81,0.38,0.05,6.96,718.994873,-2.895555,0.0
1.7,17.12,0.83,2.16,2.401911,0.432057,21.81,44.74,6600.76,41.78,4879.55,21.97,16.500000000000004,17.4,17.6,33.8,33.8,0.91125,46.9,104.36,81.599084,690.8,196.2,125.6,512.7,4400.0,4400.0,5.689,972.870422,759.428467,1362.0,15.63,1.44,0.74,81.81,0.38,0.05,6.85,707.615112,-3.469454,0.0
1.7,17.12,0.83,2.16,2.401911,0.432057,21.81,44.74,6600.76,41.78,4879.55,21.97,20.9,18.9,21.5,31.57,31.2543,0.9099,47.0,104.48,81.692912,689.4,183.5,125.5,512.5,4500.0,4500.0,5.678,961.444214,760.925842,1362.0,15.63,1.44,0.74,81.81,0.38,0.05,6.85,693.410706,-4.243807,0.0
1.69,17.09,0.83,1.93,2.410968,0.430636,22.26,44.74,6600.76,41.78,4879.55,21.97,21.6,23.1,16.25,30.23,30.23,0.907875,47.2,104.48,81.222752,705.3,189.6,125.5,514.1,4500.0,4500.0,5.694,955.374817,739.163696,1362.0,15.63,1.44,0.74,81.81,0.38,0.05,6.85,659.551697,-2.620984,0.0
1.69,17.09,0.83,1.93,2.410968,0.430636,22.26,44.74,6600.76,41.78,4879.55,21.97,22.7,20.0,22.9,34.07,34.07,0.898695,46.9,105.72,82.186728,663.4,206.4,121.5,514.2,4400.0,4400.0,5.718,932.135071,719.493103,1362.0,15.63,1.44,0.74,81.81,0.38,0.05,6.85,656.617676,-3.42715,0.0
1.69,17.09,0.83,1.93,2.410968,0.430636,22.26,44.74,6600.76,41.78,4879.55,21.97,21.7,22.6,19.7,33.13,32.7987,0.901395,47.8,100.47,78.105378,574.9,230.7,113.4,542.3,4400.0,4400.0,5.657,906.022583,666.323242,1361.0,15.65,1.55,0.74,81.6,0.46,0.05,5.96,670.726563,-3.522766,0.0
1.69,17.09,0.83,1.93,2.410968,0.430636,20.51,44.74,6600.76,41.78,4879.55,21.97,16.500000000000004,17.2,16.25,38.46,38.46,0.75303,53.4,92.85,73.806465,629.5,200.3,119.1,513.1,4700.0,4700.0,4.936,986.038696,754.219177,1361.0,15.65,1.55,0.74,81.6,0.46,0.05,5.96,688.0849,-2.622275,0.0
1.76,17.01,0.92,2.13,2.435526,0.42834,20.51,44.74,6600.76,41.78,4879.55,21.97,22.1,24.4,24.4,32.7,32.373,0.75276,53.9,92.3,73.36927,692.9,229.9,125.3,540.9,4700.0,4700.0,4.944,1014.030701,793.242554,1361.0,15.65,1.55,0.74,81.6,0.46,0.05,5.96,716.027344,-2.355177,0.0
1.76,17.01,0.92,2.13,2.435526,0.42834,20.51,44.74,6600.76,41.78,4879.55,21.97,21.1,21.5,16.25,35.35,35.35,0.850095,49.2,99.03,78.718947,691.0,230.1,125.0,542.1,4700.0,4700.0,5.406,1004.614563,778.767822,1361.0,15.65,1.55,0.74,81.6,0.46,0.05,5.96,741.078308,-4.329976,0.0
1.76,17.01,0.92,2.13,2.435526,0.42834,20.51,44.74,6600.76,41.78,4879.55,21.97,22.4,21.8,22.3,35.79,35.79,0.862785,50.3,100.4,79.80796,689.7,228.8,125.4,541.2,4800.0,4800.0,5.425,1000.012512,773.264221,1361.0,15.65,1.55,0.74,81.6,0.46,0.05,5.96,685.32959,-4.121408,0.0
1.76,17.01,0.92,2.13,2.435526,0.42834,20.17,44.74,6600.76,41.78,4879.55,21.97,16.500000000000004,21.9,20.1,31.27,31.27,0.8559,49.8,99.17,79.167411,710.6,225.6,127.0,542.5,4800.0,4800.0,5.405,1009.128235,795.764832,1361.0,15.65,1.55,0.74,81.6,0.46,0.05,5.96,679.92041,-4.493212,0.0
