ni_in,fe_in,cao_in,al2o3_in,s_m,bc,mc_kilnfeed,fc_coal,gcv_coal,fc_lcv,gcv_lcv,current_pry,current_sec1,current_sec2,current_sec3,load,realisasi_beban,rpm,kg_tco,charge_kiln,tdo,pry_p,sec_p,pry_v,sec_v,total_coal,total_fuel,reductor_consume,t_tic162,t_tic163,metal_temp,ni_met,c_met,si_met,fe_met,s_met,ni_slag,fe_slag,t_kalsin,pic_161,loi_kalsin
1.71,13.99,0.84,1.72,2.079655,0.495487,24.15,40.24,5409.6,42.32,5623.54,22.47,22.7,20.1,17.6,38.7,38.313,0.72549,48.6,72.02,54.62717,301.5,109.4,83.5,405.4,3500.0,3500.0,4.113,903.268555,673.524963,1470.0,16.12,1.59,0.68,81.14,0.47,0.04,5.93,606.28302,-3.787348,0.0
1.71,13.99,0.84,1.72,2.079655,0.495487,21.56,40.24,5409.6,42.32,5623.54,22.47,17.7,23.5,24.2,36.53,36.1647,0.75384,47.96,85.48,67.050512,446.7,164.0,101.6,461.1,4100.0,4100.0,4.551,891.6203,654.8092039999999,1472.0,16.11,1.48,0.68,81.24,0.49,0.04,5.93,601.195251,-4.901203,0.0
1.71,13.99,0.84,1.72,2.079655,0.495487,21.56,42.72,6404.57,42.46,5895.37,22.47,22.1,23.6,24.2,38.43,38.0457,0.743985,51.29,89.68,70.344992,566.4,178.9,114.8,509.3,4600.0,4600.0,4.52,932.771545,654.8092039999999,1472.0,16.11,1.48,0.68,81.24,0.49,0.05,5.93,588.767639,-3.882402,0.0
1.71,13.99,0.84,1.72,2.079655,0.495487,21.56,42.72,6404.57,42.46,5895.37,22.47,18.4,25.0,22.4,36.22,35.8578,0.74034,51.35,89.59,70.274396,648.8,165.9,120.5,508.0,4600.0,4600.0,4.537,950.947998,681.270691,1472.0,16.11,1.48,0.68,81.24,0.49,0.05,5.93,595.073975,-4.251778,0.0
1.71,13.99,0.84,1.72,2.079655,0.495487,21.56,42.72,6404.57,42.46,5895.37,22.47,18.0,23.5,24.0,31.6,31.284,0.7506,51.92,90.52,71.003888,538.6,183.9,109.8,523.7,4700.0,4700.0,4.585,977.385132,707.349731,1472.0,16.11,1.48,0.68,81.24,0.49,0.05,5.93,597.710449,-4.096717,0.0
1.71,13.99,0.84,1.72,2.079655,0.495487,24.56,42.72,6404.57,42.46,5895.37,22.47,19.6,23.5,23.1,33.12,32.7888,0.86049,50.75,98.52,74.323488,569.9,198.6,113.4,539.2,5000.0,5000.0,4.828,1032.84021,748.177307,1472.0,16.11,1.48,0.68,81.24,0.49,0.05,5.93,598.934753,-3.758551,0.0
1.71,14.0,0.82,2.08,2.133438,0.483093,24.56,42.72,6404.57,42.46,5895.37,22.47,20.0,23.6,23.2,38.0,37.62,0.911925,47.11,110.39,83.278216,621.0,212.0,117.9,561.3,5200.0,5200.0,5.114,1034.654175,753.5495,1472.0,15.96,1.58,0.7,81.34,0.42,0.04,5.55,593.850098,-2.9266,0.0
1.71,14.0,0.82,2.08,2.133438,0.483093,24.56,42.72,6404.57,42.46,5895.37,22.47,22.9,21.1,24.1,39.1,39.1,0.904095,48.55,111.23,83.911912,566.4,203.8,114.8,545.7,5400.0,5400.0,5.147,1035.353882,744.187439,1472.0,15.96,1.58,0.7,81.34,0.42,0.04,5.55,587.732666,-3.465308,0.0
1.71,14.0,0.82,2.08,2.133438,0.483093,24.56,42.72,6404.57,42.46,5895.37,22.47,22.6,19.3,22.2,37.79,37.79,0.894645,45.69,111.61,84.198584,590.7,213.9,116.1,551.3,5100.0,5100.0,5.109,1026.505249,766.0448,1472.0,15.96,1.58,0.7,81.34,0.42,0.04,5.55,590.555725,-3.316245,0.0
1.71,14.0,0.82,2.08,2.133438,0.483093,23.81,42.72,6404.57,42.46,5895.37,22.47,22.8,24.8,22.5,37.66,37.2834,0.9396,46.16,112.66,85.835654,604.9,209.0,115.9,554.5,5200.0,5200.0,5.304,1012.538208,776.866028,1472.0,15.96,1.58,0.7,81.34,0.42,0.04,5.55,604.115784,-2.876654,0.0
1.79,15.19,0.8,2.24,2.235294,0.461828,23.81,42.72,6404.57,42.46,5895.37,22.47,21.0,21.1,21.1,40.58,40.58,0.97254,46.26,114.57,87.290883,579.5,214.9,115.8,579.5,5300.0,5300.0,5.672,1044.952759,794.618774,1472.0,15.96,1.58,0.7,81.34,0.42,0.05,5.62,668.168701,-5.21732,0.0
1.79,15.19,0.8,2.24,2.235294,0.461828,23.81,42.72,6404.57,42.46,5895.37,22.47,23.3,26.2,23.1,34.32,33.9768,0.99873,44.69,116.37,88.662303,601.5,212.0,115.6,561.5,5200.0,5200.0,5.932,996.252075,776.892456,1472.0,15.96,1.58,0.7,81.34,0.42,0.05,5.62,634.965759,-3.913137,0.0
1.79,15.19,0.8,2.24,2.235294,0.461828,23.81,42.72,6404.57,42.46,5895.37,22.47,22.6,22.0,20.4,38.48,38.48,1.003185,44.43,121.54,92.601326,579.5,226.3,116.3,562.4,5400.0,5400.0,5.614,1009.755981,769.816467,1472.0,15.96,1.58,0.7,81.34,0.42,0.05,5.62,680.203979,-2.877976,0.1
1.78,15.1,0.73,2.01,2.284576,0.450708,22.48,42.72,6404.57,42.46,5895.37,22.47,22.6,22.0,20.4,37.62,37.62,0.998865,42.48,120.06,93.070512,645.7,212.8,123.3,553.4,5100.0,5100.0,5.793,994.378113,758.821228,1472.0,15.96,1.58,0.7,81.34,0.42,0.05,5.62,699.696533,-4.069277,0.1
1.78,15.1,0.73,2.01,2.284576,0.450708,22.48,42.72,6404.57,42.46,5895.37,22.47,22.6,22.0,20.4,35.4,35.4,1.001565,41.54,120.38,93.318576,657.7,211.2,123.9,554.5,5000.0,5000.0,5.792,989.775635,751.051697,1472.0,15.96,1.58,0.7,81.34,0.42,0.05,5.62,744.738098,-2.558429,0.1
1.78,15.1,0.73,2.01,2.284576,0.450708,22.48,42.72,6404.57,42.46,5895.37,22.47,22.4,21.9,21.5,36.6,36.234,0.99981,42.4,120.27,93.233304,691.7,201.1,125.7,555.3,5100.0,5100.0,5.818,984.335938,775.810669,1472.0,15.96,1.58,0.7,81.34,0.42,0.04,5.44,745.316284,-2.70405,0.1
1.77,15.16,0.72,2.07,2.284904,0.450429,22.48,42.72,6404.57,42.46,5895.37,22.47,22.0,20.0,20.2,37.16,36.7884,1.00035,41.4,120.76,93.613152,700.1,178.1,126.0,256.0125,5000.0,5000.0,5.795,1001.773926,723.275818,1472.0,15.96,1.58,0.7,81.34,0.42,0.04,5.44,736.4599,-3.733415,0.1
1.77,15.16,0.72,2.07,2.284904,0.450429,23.29,42.72,6404.57,42.46,5895.37,22.47,21.5,19.3,22.3,35.2,34.848,1.000485,42.75,119.31,91.522701,686.4,176.1,125.8,522.5,5100.0,5100.0,5.786,977.150635,722.866089,1472.0,15.84,1.6,0.63,81.46,0.47,0.04,5.44,710.098755,-3.505409,0.1
1.77,15.16,0.72,2.07,2.284904,0.450429,23.29,42.72,6404.57,42.46,5895.37,22.47,22.4,23.3,23.1,35.16,34.8084,0.998325,41.25,121.2,92.97252,692.5,164.4,125.8,519.0,5000.0,5000.0,6.103,991.226135,733.919434,1472.0,15.84,1.6,0.63,81.46,0.47,0.04,5.44,779.277466,-4.431642,0.1
1.77,15.16,0.72,2.07,2.284904,0.450429,23.29,42.72,6404.57,42.46,5895.37,22.47,16.6,22.7,21.2,37.22,36.8478,1.001295,42.78,119.22,91.453662,795.9,169.4,135.4,512.1,5100.0,5100.0,5.775,995.148438,723.821289,1472.0,15.84,1.6,0.63,81.46,0.47,0.05,5.9,726.758728,-3.138775,0.1
1.77,15.16,0.72,2.07,2.284904,0.450429,23.29,42.72,6404.57,42.46,5895.37,22.47,19.1,21.9,21.7,39.86,39.4614,1.00278,41.26,121.18,92.957178,789.1,178.4,135.2,515.9,5000.0,5000.0,5.795,980.509338,723.272522,1472.0,15.84,1.6,0.63,81.46,0.47,0.05,5.9,711.436707,-3.073842,0.0
1.77,15.16,0.72,2.07,2.284904,0.450429,24.53,42.72,6404.57,42.46,5895.37,22.47,20.6,20.5,20.4,34.5,34.5,0.99873,41.48,122.96,92.797912,789.1,180.6,135.2,523.1,5100.0,5100.0,5.745,998.378784,705.431763,1472.0,15.84,1.6,0.63,81.46,0.47,0.05,5.9,651.697693,-4.166387,0.0
1.77,15.16,0.72,2.07,2.284904,0.450429,24.53,42.72,6404.57,42.46,5895.37,22.47,20.2,23.8,21.8,35.06,34.7094,0.99819,42.54,119.9,90.48853,781.7,194.5,134.9,534.5,5100.0,5100.0,5.564,973.016663,706.130859,1472.0,15.84,1.6,0.63,81.46,0.47,0.05,5.9,655.103577,-4.372354,0.0
1.72,14.33,0.91,1.53,2.136847,0.483397,24.53,42.72,6404.57,42.46,5895.37,22.47,19.0,21.4,16.5,40.7,40.7,1.002375,42.46,120.11,90.647017,772.7,200.0,130.8,554.1,5100.0,5100.0,5.363,960.855957,731.212524,1472.0,15.84,1.6,0.63,81.46,0.47,0.05,5.61,694.838501,-4.459702,0.0
1.72,14.33,0.91,1.53,2.136847,0.483397,24.53,42.72,6404.57,42.46,5895.37,22.47,20.1,20.5,22.4,37.8,37.422,0.999405,43.13,118.25,89.243275,700.8,209.0,127.2,550.6,5100.0,5100.0,5.338,1023.512634,800.640869,1472.0,15.91,1.55,0.66,81.45,0.43,0.05,5.61,710.672119,-4.762078,0.0
1.72,14.33,0.91,1.53,2.136847,0.483397,23.44,42.72,6404.57,42.46,5895.37,22.47,21.0,22.9,19.8,34.9,34.551,0.99711,43.09,118.37,90.624072,598.7,174.9,114.8,520.0,5100.0,5100.0,5.458,1033.99292,801.062744,1472.0,15.91,1.55,0.66,81.45,0.43,0.05,5.61,691.69812,-3.969719,0.0
1.87,17.28,0.83,2.24,2.366626,0.437799,23.44,42.72,6404.57,41.6,5923.31,21.5,21.8,16.700000000000003,26.25,35.5,35.145,0.99846,41.23,118.85,90.99156,522.9,166.8,107.6,507.1,4900.0,4900.0,5.43,976.39325,741.522888,1472.0,15.91,1.55,0.66,81.45,0.43,0.05,5.61,696.552429,-4.010701,0.0
1.87,17.28,0.83,2.24,2.366626,0.437799,23.44,42.72,6404.57,41.6,5923.31,21.5,21.5,22.3,22.9,32.7,32.373,0.99846,39.69,118.42,90.662352,672.9,184.6,122.9,531.3,4700.0,4700.0,5.537,987.883484,797.875183,1472.0,15.91,1.55,0.66,81.45,0.43,0.04,5.55,680.298889,-4.176305,0.0
1.87,17.28,0.83,2.24,2.366626,0.437799,23.44,42.72,6404.57,41.6,5923.31,21.5,22.1,23.2,22.3,33.9,33.561,0.787995,39.81,113.04,86.543424,432.5,93.4,97.0,403.1,4500.0,4500.0,4.043,1004.728943,815.219971,1472.0,15.91,1.55,0.66,81.45,0.43,0.04,5.55,672.71637,-4.085299,0.45
1.87,17.28,0.83,2.24,2.366626,0.437799,19.27,42.72,6404.57,41.6,5923.31,21.5,21.4,23.0,21.5,35.26,34.9074,0.666765,41.85,88.41,71.373393,316.2,110.4,84.0,423.1,3700.0,3700.0,3.535,993.374634,807.820007,1472.0,15.91,1.55,0.66,81.45,0.43,0.04,5.55,679.825623,-4.33288,0.45
1.59,12.16217102142954,0.97,1.69,2.063879625,0.50704,19.27,42.72,6404.57,41.6,5923.31,21.5,18.2,19.7,16.25,33.5,33.165,0.664875,44.52,83.1,67.08663,303.4,99.1,82.0,398.7,3700.0,3700.0,3.511,971.282166,800.395203,1472.0,15.91,1.55,0.66,81.45,0.43,0.04,5.55,726.470886,-3.26035,0.45
1.59,12.16217102142954,0.97,1.69,2.063879625,0.50704,19.27,42.72,6404.57,41.6,5923.31,21.5,21.8,21.2,23.8,33.45,33.1155,0.770985,41.86,88.4,71.36532,352.8,121.2,88.2,430.5,3700.0,3700.0,4.114,958.275879,791.323364,1467.0,15.91,1.69,0.72,81.27,0.41,0.04,5.58,716.601563,-3.382758,0.45
1.59,12.16217102142954,0.97,1.69,2.063879625,0.50704,19.27,42.72,6404.57,41.6,5923.31,21.5,21.1,18.2,21.8,35.13,35.13,0.763155,44.35,92.44,74.626812,453.8,160.6,100.0,502.2,4100.0,4100.0,3.56,998.213013,764.158569,1467.0,15.91,1.69,0.72,81.27,0.41,0.04,5.58,779.4689020000001,-3.551002,0.45
1.59,12.16217102142954,0.97,1.69,2.063879625,0.50704,20.59,42.72,6404.57,41.6,5923.31,21.5,19.5,19.5,20.3,35.56,35.56,0.742365,50.09,91.84,72.930144,494.4,165.8,105.8,507.6,4600.0,4600.0,3.564,1007.684265,815.179504,1467.0,15.91,1.69,0.72,81.27,0.41,0.04,5.58,747.24408,-3.312368,0.45
1.58,12.16217102142954,0.98,1.78,2.063879625,0.510827,20.59,42.72,6404.57,41.6,5923.31,21.5,22.6,24.1,22.7,35.27,34.9173,0.92043,44.06,99.86,79.298826,493.1,169.7,105.9,507.8,4400.0,4400.0,4.679,988.851013,806.13916,1467.0,15.91,1.69,0.72,81.27,0.41,0.04,5.58,713.827087,-3.071342,0.45
1.58,12.16217102142954,0.98,1.78,2.063879625,0.510827,20.59,42.72,6404.57,41.6,5923.31,21.5,22.5,23.5,18.3,35.97,35.6103,0.9207,39.72,113.29,89.963589,518.7,189.6,109.2,520.4,4500.0,4500.0,4.459,984.978088,747.405212,1451.0,15.95,1.64,0.7,81.3,0.41,0.04,5.57,714.209656,-3.541929,0.45
1.58,12.16217102142954,0.98,1.78,2.063879625,0.510827,20.59,42.72,6404.57,41.6,5923.31,21.5,21.5,21.2,21.9,35.21,34.8579,0.913275,42.51,110.56,87.795696,547.0,180.3,111.5,525.0,4700.0,4700.0,4.41,981.094482,730.03186,1451.0,15.95,1.64,0.7,81.3,0.41,0.04,5.57,673.000671,-3.513386,0.0
1.55,12.61,0.91,1.74,2.109775,0.490089,23.48,42.72,6404.57,41.6,5923.31,21.5,21.2,21.1,20.9,33.63,33.2937,0.90585,42.9,111.89,85.618228,631.9,175.4,120.4,524.9,4800.0,4800.0,4.855,961.075256,743.194458,1451.0,15.95,1.64,0.7,81.3,0.41,0.04,5.57,630.998901,-3.439286,0.0
1.55,12.61,0.91,1.74,2.109775,0.490089,23.48,42.72,6404.57,41.6,5923.31,21.5,20.7,21.7,18.9,33.14,33.14,0.91287,43.34,110.75,84.7459,728.9,179.7,129.5,526.8,4800.0,4800.0,4.88,986.977661,783.456665,1451.0,15.95,1.64,0.7,81.3,0.41,0.04,5.57,630.715576,-2.601937,0.0
1.55,12.61,0.91,1.74,2.109775,0.490089,23.48,42.72,6404.57,41.6,5923.31,21.5,21.6,20.0,22.8,35.23,34.8777,0.7047,45.9,100.22,76.688344,749.8,174.0,130.8,524.7,4600.0,4600.0,3.478,966.034119,819.637268,1451.0,15.95,1.64,0.7,81.3,0.41,0.05,6.47,641.202087,-3.089693,0.0
1.55,12.58,0.87,1.77,2.100264,0.491744,23.48,42.72,6404.57,41.6,5923.31,21.5,21.4,22.2,17.7,35.02,34.6698,0.700785,47.53,82.05,62.78466,554.6,136.4,112.6,482.9,3900.0,3900.0,3.492,942.870056,800.332581,1451.0,15.95,1.64,0.7,81.3,0.41,0.05,6.47,672.242554,-3.808221,0.0
1.55,12.58,0.87,1.77,2.100264,0.491744,23.59,42.72,6404.57,41.6,5923.31,21.5,20.7,23.6,21.4,34.86,34.5114,0.704835,43.95,81.92,62.595072,552.0,145.1,112.5,478.4,3600.0,3600.0,3.485,921.590332,780.960205,1472.0,16.03,1.63,0.58,81.35,0.42,0.05,6.47,647.72522,-3.137145,0.0
1.55,12.58,0.87,1.77,2.100264,0.491744,23.59,42.72,6404.57,41.6,5923.31,21.5,20.0,20.7,23.4,35.0,34.65,0.700515,44.89,82.43,62.984763,546.7,143.1,112.6,479.9,3700.0,3700.0,3.468,909.944885,766.192139,1472.0,16.03,1.63,0.58,81.35,0.42,0.05,6.47,734.537048,-3.151027,0.0
1.55,12.58,0.87,1.77,2.100264,0.491744,23.59,42.72,6404.57,41.6,5923.31,21.5,18.8,20.4,21.1,32.2,31.878,0.875205,43.19,94.93,72.536013,624.7,150.1,119.9,490.8,4100.0,4100.0,4.492,928.18158,766.140381,1472.0,16.03,1.63,0.58,81.35,0.42,0.05,6.47,669.968628,-2.501763,0.0
1.55,12.58,0.87,1.77,2.100264,0.491744,23.59,42.72,6404.57,41.6,5923.31,21.5,20.6,22.5,22.0,35.4,35.046,0.88155,43.29,101.64,77.663124,623.2,161.5,120.2,491.3,4400.0,4400.0,4.118,956.17804,772.134033,1472.0,16.03,1.63,0.58,81.35,0.42,0.04,6.55,650.278748,-3.976497,0.45
1.55,12.58,0.87,1.77,2.100264,0.491744,18.09,42.72,6404.57,41.6,5923.31,21.5,21.1,22.1,22.7,34.2,33.858,0.883305,42.28,101.7,83.30247,530.9,160.9,109.8,490.9,4300.0,4300.0,4.473,963.08136,793.239502,1472.0,16.03,1.63,0.58,81.35,0.42,0.04,6.55,617.031006,-2.816743,0.45
1.65,13.76,1.23,2.14,2.204775,0.474701,18.09,42.72,6404.57,41.6,5923.31,21.5,19.2,18.2,16.3,34.7,34.353,0.881145,43.78,98.22,80.452002,515.3,158.9,108.4,490.8,4300.0,4300.0,4.191,929.719421,758.882507,1472.0,16.03,1.63,0.58,81.35,0.42,0.04,6.55,631.093384,-2.991523,0.45
1.65,13.76,1.23,2.14,2.204775,0.474701,18.09,42.72,6404.57,41.6,5923.31,21.5,20.3,21.7,21.8,35.0,34.65,0.875205,40.04,99.91,81.836281,455.9,158.4,102.0,491.1,4000.0,4000.0,3.883,937.116821,762.022827,1472.0,16.03,1.63,0.58,81.35,0.42,0.04,6.55,667.695068,-3.756687,0.45
1.65,13.76,1.23,2.14,2.204775,0.474701,18.09,42.72,6404.57,41.6,5923.31,21.5,19.2,23.0,22.4,34.0,33.66,0.87399,40.59,101.0,82.7291,404.8,161.4,96.1,487.5,4100.0,4100.0,4.076,937.608948,744.901001,1472.0,16.15,1.4,0.23,81.79,0.43,0.05,6.94,639.028381,-3.238606,0.45
1.65,13.76,1.23,2.14,2.204775,0.474701,17.85,42.72,6404.57,41.6,5923.31,21.5,20.3,21.1,21.6,34.13,33.7887,0.86616,40.21,96.98,79.66907,406.0,157.0,95.9,492.7,3900.0,3900.0,4.083,940.652344,735.07251,1472.0,16.01,1.32,0.20999999999999985,82.21,0.45,0.05,6.94,634.682373,-4.348624,0.45
1.65,16.82,0.71,2.35,2.426882,0.425055,25.94,42.6,6118.22,40.0,5768.6,21.5,20.1,22.2,22.3,34.2,33.858,0.94932,40.16,109.56,81.140136,527.7,203.3,110.0,544.0,4400.0,4400.0,3.171,964.367798,742.301208,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.05,6.12,669.210693,-2.963917,0.0
1.65,16.82,0.71,2.35,2.426882,0.425055,25.94,42.6,6118.22,40.0,5768.6,21.5,20.3,21.6,20.3,34.8,34.452,0.99171,42.25,108.88,80.636528,579.9,227.7,114.7,569.4,4600.0,4600.0,4.443,980.281738,745.335938,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.05,6.12,676.412659,-3.606513,0.0
1.65,16.82,0.71,2.35,2.426882,0.425055,25.94,42.6,6118.22,40.0,5768.6,21.5,22.3,21.9,20.1,33.3,32.967,0.989955,41.75,112.57,83.369342,579.9,211.9,115.4,554.3,4700.0,4700.0,4.923,985.707031,757.17334,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.04,5.7,677.360596,-3.033516,0.0
1.63,16.46,0.74,2.25,2.552666,0.405211,20.47,42.6,6118.22,40.0,5768.6,21.5,20.4,20.4,21.4,34.38,34.0362,0.947565,43.75,98.29,78.170037,551.9,117.3,112.0,437.2,4300.0,4300.0,4.369,978.186218,742.542969,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.04,5.7,737.710205,-3.462754,0.0
1.63,16.46,0.74,2.25,2.552666,0.405211,20.47,42.6,6118.22,40.0,5768.6,21.5,20.3,20.5,21.0,34.29,33.9471,0.94986,38.57,111.48,88.660044,527.3,126.3,110.3,438.6,4300.0,4300.0,4.261,1000.143311,745.513123,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.04,5.7,753.129211,-3.624358,0.0
1.63,16.46,0.74,2.25,2.552666,0.405211,20.47,42.6,6118.22,40.0,5768.6,21.5,20.1,20.7,20.3,32.19,31.8681,0.93555,38.17,110.03,87.506859,537.4,173.7,111.4,502.8,4200.0,4200.0,4.361,1006.156494,706.045532,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.04,5.57,679.44635,-4.110944,0.0
1.63,16.46,0.74,2.25,2.552666,0.405211,19.88,42.6,6118.22,40.0,5768.6,21.5,21.2,20.1,20.6,33.66,33.3234,0.91827,38.5,111.68,89.478016,586.4,168.2,117.1,505.6,4300.0,4300.0,4.307,992.779175,700.824707,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.04,5.57,673.095459,-1.954725,0.0
1.56,15.91,0.66,2.33,2.523873,0.408603,19.88,42.6,6118.22,40.0,5768.6,21.5,21.2,22.3,21.5,35.47,35.1153,0.67743,48.83,88.06,70.553672,276.5,89.0,76.5,385.2,4300.0,4300.0,3.441,913.378052,707.738892,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.04,5.57,704.751221,-3.739025,0.0
1.56,15.91,0.66,2.33,2.523873,0.408603,19.88,42.6,6118.22,40.0,5768.6,21.5,21.2,19.3,20.1,34.74,34.74,0.949455,39.91,105.24,84.318288,504.4,183.8,107.4,509.9,4200.0,4200.0,5.402,1019.121399,745.114807,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.04,5.57,670.821289,-4.375185,0.0
1.56,15.91,0.66,2.33,2.523873,0.408603,19.88,42.6,6118.22,40.0,5768.6,21.5,21.0,21.6,21.4,34.29,33.9471,0.947835,39.92,110.23,88.316276,526.3,191.5,110.8,525.6,4400.0,4400.0,5.025,1043.549561,770.839966,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.04,5.57,637.516541,-3.577533,0.45
1.56,15.91,0.66,2.33,2.523873,0.408603,24.94,42.6,6118.22,40.0,5768.6,21.5,22.9,21.9,22.3,37.5,37.125,0.95067,42.22,111.31,83.549286,548.1,187.1,109.9,525.9,4700.0,4700.0,4.795,1026.101074,770.913452,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.05,5.88,704.274109,-2.200247,0.45
1.85,21.62788252187755,0.5,2.94,2.5163,0.408169,24.94,42.6,6118.22,40.0,5768.6,21.5,22.1,22.0,22.0,36.5,36.135,0.94392,41.37,111.19,83.459214,548.1,189.7,112.1,529.2,4600.0,4600.0,4.796,1040.917603,776.453979,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.05,5.88,776.655396,-3.130371,0.45
1.85,21.62788252187755,0.5,2.94,2.5163,0.408169,24.12,42.6,6118.22,40.0,5768.6,21.5,21.2,21.6,21.3,38.1,37.719,0.950535,44.29,110.64,83.953632,581.0,203.0,115.7,539.6,4900.0,4900.0,4.752,1040.468506,767.672974,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.05,5.88,732.326904,-5.3877753749999995,0.45
1.85,21.62788252187755,0.5,2.94,2.5163,0.408169,24.12,42.6,6118.22,40.0,5768.6,21.5,18.6,22.1,20.9,32.4,32.076,0.94932,43.11,111.35,84.49238,555.1,197.6,113.4,530.2,4800.0,4800.0,4.801,1041.849365,815.490723,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.05,5.88,692.839783,-5.3877753749999995,0.45
1.85,21.62788252187755,0.5,2.94,2.5163,0.408169,24.12,42.6,6118.22,40.0,5768.6,21.5,22.5,22.4,20.8,36.0,35.64,0.954045,38.7,111.11,84.310268,502.6,182.3,107.9,521.1,4300.0,4300.0,4.788,1005.827576,815.063049,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.05,5.88,671.484558,-5.3877753749999995,0.45
1.78,21.62788252187755,0.51,2.96,2.545601,0.404384,24.12,42.6,6118.22,40.0,5768.6,21.5,21.4,22.9,19.6,35.47,35.1153,0.95148,38.89,110.58,83.908104,521.3,196.3,110.0,528.2,4300.0,4300.0,5.1,1022.203552,816.012512,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.05,5.83,549.473054,-5.3877753749999995,0.45
1.78,21.62788252187755,0.51,2.96,2.545601,0.404384,24.12,42.6,6118.22,40.0,5768.6,21.5,22.2,21.7,21.3,36.32,35.9568,0.95121,41.93,107.32,81.434416,543.4,190.7,112.2,528.6,4500.0,4500.0,5.119,1023.783264,825.478027,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.05,5.83,549.473054,-5.3877753749999995,0.45
1.78,21.62788252187755,0.51,2.96,2.545601,0.404384,24.12,42.6,6118.22,40.0,5768.6,21.5,21.3,22.8,21.8,34.9,34.551,0.89613,39.97,107.57,81.624116,749.1,185.4,112.2,527.9,4300.0,4300.0,4.23,971.897522,819.986877,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.05,5.83,549.473054,-5.3877753749999995,0.0
1.78,21.62788252187755,0.51,2.96,2.545601,0.404384,24.07,42.6,6118.22,40.0,5768.6,21.5,21.6,22.9,22.0,33.5,33.165,0.5547656250000002,46.53,77.37,58.747041,437.1,135.4,99.9,451.4,3600.0,3600.0,2.697,928.712402,802.679077,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.05,5.83,549.473054,-2.156358,0.0
1.76,19.1,0.63,2.58,2.499659,0.412326,24.07,42.6,6118.22,40.0,5768.6,21.5,20.6,22.0,20.8,34.2,33.858,0.5547656250000002,56.34,64.16875,49.68274637499999,436.5,131.7,99.9,449.1,3500.0,3500.0,2.917,934.439514,765.302673,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.05,5.83,549.473054,-5.3877753749999995,0.0
1.76,19.1,0.63,2.58,2.499659,0.412326,24.07,42.6,6118.22,40.0,5768.6,21.5,20.2,20.4,20.4,34.5,34.5,0.69012,52.19,65.15,49.68274637499999,437.2,131.4,100.2,256.0125,3400.0,3400.0,4.077,887.045654,736.477356,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.05,5.83,578.703369,-3.496731,0.0
1.76,19.1,0.63,2.58,2.499659,0.412326,24.07,42.6,6118.22,40.0,5768.6,21.5,20.0,21.9,22.1,34.6,34.6,0.98199,38.87,105.48,80.090964,732.7,134.4,130.7,452.7,4100.0,4100.0,4.992,1002.29303,799.252502,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.05,5.83,671.484558,-3.773538,0.0
1.76,19.1,0.63,2.58,2.499659,0.412326,26.21,42.6,6118.22,40.0,5768.6,21.07,19.8,20.9,20.5,28.9,28.611,0.978075,40.36,111.49,82.268471,762.3,135.7,130.8,464.4,4500.0,4500.0,5.284,1018.898376,809.963989,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.05,5.83,687.134583,-3.574403,0.0
1.76,18.93,0.62,2.61,2.499653,0.412333,26.21,41.73,6343.88,40.42,5340.79,21.07,20.7,20.6,20.9,28.5,28.215,0.98199,36.35,110.03,81.191137,748.0,146.0,130.8,484.0,4000.0,4000.0,5.348,953.23822,746.634888,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.05,5.83,644.699524,-3.360839,0.0
1.76,18.93,0.62,2.61,2.499653,0.412333,26.21,41.73,6343.88,40.42,5340.79,21.07,21.5,21.3,22.5,29.2,28.908,0.976725,39.57,108.66,80.180214,736.5,145.9,130.8,477.8,4300.0,4300.0,5.756,982.425049,739.273132,1472.0,15.68,1.37,0.20999999999999985,82.42,0.52,0.05,5.83,620.521423,-3.383529,0.0
