time,ni_in,fe_in,sio2_in,cao_in,mgo_in,al2o3_in,fe_ni,s_m,bc,loi_in,mc_kilnfeed,fc_coal,gcv_coal,fc_lcv,gcv_lcv,voltage_pry,voltage_sec,current_pry,current_sec1,current_sec2,current_sec3,load,power_factor,realisasi_beban,rpm,kg_tco,charge_kiln,tdo,pry_p,sec_p,pry_v,sec_v,total_coal,total_fuel,a_f_ratio,reductor_consume,t_tic162,t_tic163,metal_temp,ni_met,c_met,si_met,fe_met,s_met,ni_slag,fe_slag,t_kalsin,pic_161,loi_kalsin
1/2/24 9:00,,,,,,,,,,,0.000000,,,,,30.100000,138.300000,14.040000,17.800000,18.400000,18.800000,5000.000000,-0.870000,4350.000000,-0.000675,,0.000000,0.000000,23.900000,23.200000,51.700000,266.000000,0.000000,,,0.000000,273.608368,228.053696,1560.000000,18.240000,1.380000,0.840000,78.729000,0.811000,0.050000,7.730000,196.850372,-8.350792,
1/2/24 10:00,,,,,,,,,,,0.000000,,,,,30.100000,116.100000,14.040000,17.400000,16.700000,17.300000,6000.000000,-0.840000,5040.000000,-0.000810,,0.000000,0.000000,23.900000,23.200000,51.900000,265.200000,0.000000,,,0.000000,284.488647,264.352142,1560.000000,18.240000,1.380000,0.840000,78.729000,0.811000,0.050000,7.730000,195.146072,-7.111405,
1/2/24 11:00,,,,,,,,,,,0.000000,,,,,30.200000,111.000000,14.040000,17.200000,17.900000,18.200000,5000.000000,-0.830000,4150.000000,-0.000675,,0.000000,0.000000,25.600000,22.600000,67.400000,284.600000,0.000000,,,0.000000,369.599915,330.056152,1560.000000,18.240000,1.380000,0.840000,78.729000,0.811000,0.050000,7.730000,193.039352,-6.318395,
1/2/24 12:00,,,,,,,,,,,0.000000,,,,,30.100000,112.800000,14.040000,17.900000,17.700000,18.100000,5000.000000,-0.820000,4100.000000,0.096255,,0.000000,0.000000,51.700000,29.200000,83.500000,315.900000,0.000000,,,0.001000,428.993164,383.168335,1560.000000,18.240000,1.380000,0.840000,78.729000,0.811000,0.050000,7.730000,190.428818,-5.326090,
1/2/24 13:00,,,,,,,,,,,0.000000,,,,,30.100000,110.700000,14.040000,17.900000,18.000000,18.300000,4000.000000,-0.830000,3320.000000,0.397980,,5.990000,5.990000,584.600000,93.200000,139.900000,402.900000,800.000000,,40.710000,2.568000,659.913147,516.905151,1560.000000,18.240000,1.380000,0.840000,78.729000,0.811000,0.050000,7.730000,187.715286,-2.377685,
1/2/24 14:00,,,,,,,,,,,0.000000,,,,,30.100000,110.100000,14.040000,18.000000,18.100000,18.900000,4000.000000,-0.820000,3280.000000,0.713070,,55.500000,55.500000,601.600000,93.400000,144.400000,405.200000,2400.000000,,13.740000,5.160000,887.429321,688.061035,1560.000000,18.240000,1.380000,0.840000,78.729000,0.811000,0.050000,7.730000,186.206635,-3.235331,
1/2/24 15:00,,,,,,,,,,,0.000000,,,,,30.200000,113.400000,14.040000,17.800000,17.400000,17.600000,4000.000000,-0.830000,3320.000000,0.879255,,94.250000,94.250000,739.200000,104.200000,184.000000,448.600000,3900.000000,,9.732308,6.547000,998.683472,785.517578,1560.000000,18.240000,1.380000,0.840000,78.729000,0.811000,0.050000,7.730000,184.294525,-2.260124,
1/2/24 16:00,,,,,,,,,,,0.000000,,,,,29.700000,167.000000,17.870000,28.900000,28.500000,28.800000,6000.000000,-0.830000,4980.000000,0.881280,,99.380000,99.380000,952.100000,117.200000,223.100000,506.300000,4700.000000,,9.311489,6.130000,1043.944702,789.580933,1560.000000,18.240000,1.380000,0.840000,78.729000,0.811000,0.050000,7.730000,195.446915,-2.824350,
1/2/24 17:00,,,,,,,,,,,0.000000,,,,,30.000000,148.200000,17.870000,23.500000,23.400000,24.700000,8000.000000,-0.850000,6800.000000,0.873855,,100.230000,100.230000,958.900000,117.200000,227.300000,507.800000,4800.000000,,9.188750,6.470000,1017.481873,784.204102,1560.000000,18.240000,1.380000,0.840000,78.729000,0.811000,0.050000,7.730000,345.381165,-2.972146,
1/2/24 18:00,,,,,,,,,,,0.000000,,,,,30.200000,220.800000,17.870000,18.200000,17.800000,17.300000,8000.000000,-0.100000,800.000000,0.874935,,99.660000,99.660000,953.700000,177.100000,227.000000,506.900000,4800.000000,,9.173750,6.541000,1023.971069,769.383240,1560.000000,18.240000,1.380000,0.840000,78.729000,0.811000,0.050000,7.730000,384.118317,-2.241138,
1/2/24 19:00,,,,,,,,,,,0.000000,,,,,29.900000,326.600000,17.870000,24.200000,24.100000,27.300000,9000.000000,-0.960000,8640.000000,0.880875,,100.220000,100.220000,951.700000,117.400000,235.400000,514.600000,4800.000000,,9.375000,6.012000,1018.164490,783.076904,1560.000000,18.240000,1.380000,0.840000,78.729000,0.811000,0.050000,7.730000,401.096588,-2.683713,
1/2/24 20:00,,,,,,,,,,,0.000000,,,,,29.300000,327.800000,25.860000,25.800000,40.400000,34.600000,25000.000000,-0.930000,23250.000000,0.882225,,99.690000,99.690000,959.000000,117.400000,234.700000,515.000000,5000.000000,,8.996400,6.023000,1030.947266,786.803406,1560.000000,18.240000,1.380000,0.840000,78.729000,0.811000,0.050000,7.730000,443.810059,-2.926365,
1/2/24 21:00,,,,,,,,,,,0.000000,,,,,29.500000,280.200000,25.860000,21.200000,37.200000,32.000000,24000.000000,-0.920000,22080.000000,0.873180,,100.430000,100.430000,1027.500000,121.400000,232.900000,515.600000,5100.000000,,8.805882,6.042000,1049.871338,801.380188,1560.000000,18.240000,1.380000,0.840000,78.729000,0.811000,0.050000,7.730000,472.033966,-3.088774,
1/2/24 22:00,,,,,,,,,,,0.000000,,,,,29.700000,321.300000,25.860000,24.900000,25.200000,27.500000,21000.000000,-0.950000,19950.000000,0.881550,,99.980000,99.980000,1006.300000,120.400000,243.800000,522.000000,5100.000000,,9.009412,6.406000,1069.405762,827.887329,1560.000000,18.240000,1.380000,0.840000,78.729000,0.811000,0.050000,7.730000,509.883636,-1.366414,
1/2/24 23:00,,,,,,,,,,,0.000000,,,,,29.500000,311.000000,25.860000,30.600000,33.600000,32.060000,23000.000000,-0.940000,21620.000000,1.031940,,105.530000,105.530000,991.900000,119.400000,245.900000,522.100000,4800.000000,,9.600000,7.134000,1054.551758,822.431824,1560.000000,18.280000,1.360000,0.870000,78.716000,0.774000,0.050000,7.730000,640.729431,-2.188123,
1/3/24 0:00,,,,,,,,,,,0.000000,,,,,29.900000,533.100000,20.480000,20.800000,19.700000,20.700000,20000.000000,-0.980000,19600.000000,1.028700,,108.820000,108.820000,985.000000,119.500000,245.000000,523.000000,4900.000000,,9.404082,7.055000,1024.326904,827.499939,1555.000000,18.280000,1.360000,0.870000,78.716000,0.774000,0.050000,7.870000,612.787231,-2.161739,
1/3/24 1:00,,,,,,,,,,,0.000000,,,,,29.900000,527.700000,20.480000,20.700000,18.500000,21.400000,24000.000000,-0.990000,23760.000000,1.000890,,112.560000,112.560000,789.800000,107.200000,195.400000,475.000000,4900.000000,,8.208980,6.738000,1044.872192,813.769409,1555.000000,18.280000,1.360000,0.870000,78.716000,0.774000,0.050000,7.870000,658.794434,-2.283474,
1/3/24 2:00,,,,,,,,,,,0.000000,,,,,29.900000,527.700000,20.480000,18.900000,21.300000,18.800000,24000.000000,-0.990000,23760.000000,1.003725,,113.030000,113.030000,784.800000,107.200000,195.000000,475.100000,4900.000000,,8.205306,6.771000,1039.009033,815.327209,1555.000000,18.280000,1.360000,0.870000,78.716000,0.774000,0.050000,7.870000,663.906738,-1.973173,
1/3/24 3:00,,,,,,,,,,,0.000000,,,,,29.900000,536.700000,20.480000,21.700000,19.700000,19.400000,24000.000000,-0.990000,23760.000000,1.000485,,111.830000,111.830000,789.000000,107.100000,196.000000,474.300000,4800.000000,,8.378750,6.776999,1034.164551,803.550964,1555.000000,18.280000,1.360000,0.870000,78.716000,0.774000,0.050000,7.870000,671.768799,-2.996207,
1/3/24 4:00,,,,,,,,,,,0.000000,,,,,29.900000,523.200000,20.480000,19.900000,19.800000,22.100000,24000.000000,-0.990000,23760.000000,1.000350,,111.990000,111.990000,790.100000,107.400000,194.400000,474.500000,4900.000000,,8.190612,6.773000,1031.420166,807.087158,1555.000000,18.280000,1.360000,0.870000,78.716000,0.774000,0.050000,7.870000,646.495972,-2.746642,
1/3/24 5:00,,,,,,,,,,,0.000000,,,,,30.000000,522.000000,20.480000,22.100000,19.000000,23.000000,23000.000000,-0.990000,22770.000000,1.004265,,108.870000,108.870000,789.400000,107.600000,196.000000,475.400000,4900.000000,,8.221224,7.083000,1038.953979,802.926147,1555.000000,18.280000,1.360000,0.870000,78.716000,0.774000,0.050000,7.870000,633.454407,-3.174623,
1/3/24 6:00,,,,,,,,,,,0.000000,,,,,29.900000,533.900000,20.480000,20.400000,21.600000,19.300000,23000.000000,-0.980000,22540.000000,1.002510,,110.910000,110.910000,792.000000,107.100000,196.200000,475.100000,4900.000000,,8.220000,7.122000,1030.725708,812.559875,1559.000000,18.510000,1.300000,0.990000,78.482000,0.718000,0.050000,7.710000,659.930298,-2.261686,
1/3/24 7:00,,,,,,,,,,,0.000000,,,,,29.900000,530.000000,20.480000,21.600000,20.600000,21.700000,24000.000000,-0.980000,23520.000000,0.999405,,110.920000,110.920000,728.900000,103.300000,182.000000,458.900000,4800.000000,,8.011250,7.072000,1023.431091,809.967041,1559.000000,18.510000,1.300000,0.990000,78.482000,0.718000,0.050000,7.710000,694.933716,-2.417322,
1/3/24 8:00,,,,,,,,,,,0.000000,,,,,29.900000,539.900000,20.480000,20.600000,20.400000,20.400000,24000.000000,-0.980000,23520.000000,0.997785,,110.810000,110.810000,731.200000,103.600000,183.200000,458.600000,4700.000000,,8.193191,7.121000,1006.966858,810.733276,1559.000000,18.510000,1.300000,0.990000,78.482000,0.718000,0.050000,7.710000,641.013000,-3.053827,
1/3/24 9:00,,,,,,,,,,,0.000000,,,,,29.800000,643.800000,20.480000,20.200000,21.000000,20.900000,25000.000000,-0.990000,24750.000000,0.999675,,110.000000,110.000000,729.800000,103.300000,185.400000,460.500000,4900.000000,,7.908980,6.632000,1021.959045,819.783875,1559.000000,18.510000,1.300000,0.990000,78.482000,0.718000,0.050000,7.710000,656.523010,-2.867209,
1/3/24 10:00,,,,,,,,,,,0.000000,,,,,29.700000,720.800000,21.500000,22.000000,22.200000,21.600000,32000.000000,-0.990000,31680.000000,0.874935,,103.170000,103.170000,676.500000,99.700000,162.200000,434.000000,4600.000000,,7.776522,6.016000,1027.930542,842.794556,1559.000000,18.510000,1.300000,0.990000,78.482000,0.718000,0.050000,7.710000,727.622253,-2.728074,
1/3/24 11:00,,,,,,,,,,,0.000000,,,,,29.800000,671.400000,21.500000,23.200000,21.500000,23.900000,33000.000000,-0.990000,32670.000000,0.865755,,102.700000,102.700000,619.500000,95.500000,150.600000,420.500000,4200.000000,,8.158571,6.074000,1015.144897,828.257507,1558.000000,18.510000,1.300000,0.990000,78.482000,0.718000,0.050000,8.120000,723.881531,-2.338638,
1/3/24 12:00,,,,,,,,,,,0.000000,,,,,29.800000,717.000000,21.500000,21.900000,20.700000,22.400000,34000.000000,-0.990000,33660.000000,0.714150,,83.590000,83.590000,571.100000,91.400000,129.800000,395.900000,3700.000000,,8.524865,4.804000,985.790649,838.330933,1558.000000,18.510000,1.300000,0.990000,78.482000,0.718000,0.050000,8.120000,734.825439,-2.461313,
1/3/24 13:00,,,,,,,,,,,0.000000,,,,,29.800000,689.100000,21.500000,21.100000,20.700000,23.000000,34000.000000,-1.000000,34000.000000,0.716040,,83.560000,83.560000,565.900000,91.000000,129.600000,395.300000,3800.000000,,8.287895,4.829000,977.451782,826.566833,1558.000000,18.510000,1.300000,0.990000,78.482000,0.718000,0.050000,8.120000,725.991272,-2.851709,
1/3/24 14:00,,,,,,,,,,,0.000000,,,,,29.900000,626.000000,21.500000,20.700000,21.400000,20.900000,32000.000000,-0.990000,31680.000000,0.689715,,82.270000,82.270000,518.800000,87.100000,118.500000,379.000000,3700.000000,,8.067568,5.215000,985.698242,838.161987,1558.000000,18.510000,1.300000,0.990000,78.482000,0.718000,0.050000,8.120000,717.654419,-1.721200,
1/3/24 15:00,,,,,,,,,,,0.000000,,,,,29.700000,721.400000,21.500000,21.200000,21.100000,20.700000,34000.000000,-0.990000,33660.000000,0.694305,,80.790000,80.790000,519.600000,87.100000,125.600000,388.100000,3600.000000,,8.561667,5.188000,976.864868,810.086487,1558.000000,18.510000,1.300000,0.990000,78.482000,0.718000,0.050000,8.120000,698.457642,-3.328084,
1/3/24 16:00,,,,,,,,,,,0.000000,,,,,29.800000,722.000000,21.500000,21.200000,20.700000,20.900000,34000.000000,-0.990000,33660.000000,0.691740,,80.150000,80.150000,517.500000,87.300000,118.400000,379.700000,3500.000000,,8.538857,5.165000,963.461731,824.329773,1556.000000,18.510000,1.300000,0.990000,78.482000,0.718000,0.050000,8.660000,716.314514,-2.418817,
1/3/24 17:00,,,,,,,,,,,0.000000,,,,,29.700000,718.800000,21.500000,21.800000,22.100000,22.200000,34000.000000,-0.990000,33660.000000,0.703485,,78.710000,78.710000,573.400000,91.700000,130.000000,396.900000,3600.000000,,8.781667,4.700000,950.358032,797.895752,1556.000000,18.510000,1.300000,0.990000,78.482000,0.718000,0.050000,8.660000,661.918396,-3.383787,
1/3/24 18:00,,,,,,,,,,,0.000000,,,,,29.600000,645.500000,21.500000,21.500000,26.000000,27.200000,35000.000000,-1.000000,35000.000000,0.699435,,80.750000,80.750000,631.200000,95.900000,142.200000,413.000000,3800.000000,,8.766316,4.609000,942.188416,792.969238,1556.000000,18.510000,1.300000,0.990000,78.482000,0.718000,0.050000,8.660000,638.083496,-2.407089,
