ni_in,fe_in,cao_in,al2o3_in,s_m,bc,mc_kilnfeed,fc_coal,gcv_coal,fc_lcv,gcv_lcv,current_pry,current_sec1,current_sec2,current_sec3,load,realisasi_beban,rpm,kg_tco,charge_kiln,tdo,pry_p,sec_p,pry_v,sec_v,total_fuel,reductor_consume,t_tic162,t_tic163,metal_temp,ni_met,c_met,si_met,fe_met,s_met,ni_slag,fe_slag,t_kalsin,pic_161,loi_kalsin
1.75,16.98,0.92,2.12,2.430537,0.429149,20.17,44.6,6843.24,41.86,6339.48,21.97,23.2,23.6,17.9,34.1,33.759,0.88047,42.4,100.52,80.245116,473.9,142.5,103.0,431.3,4300.0,5.443,1007.102844,792.196228,1368.0,15.66,1.5,0.75,81.59,0.5,0.04,5.83,666.463745,-3.96024,0.0
1.75,16.98,0.92,2.12,2.430537,0.429149,20.17,44.6,6843.24,41.86,6339.48,21.97,22.3,21.3,25.0,36.37,36.37,0.8721,37.8,100.47,80.205201,412.5,141.5,95.6,454.8,3800.0,5.439,984.211487,750.152771,1368.0,15.66,1.5,0.75,81.59,0.5,0.04,5.83,657.658691,-3.677633,0.0
1.59,14.69,0.86,1.92,2.251291,0.459844,20.17,44.6,6843.24,41.77720000000002,6376.532099999998,21.97,21.9,22.9,22.1,35.64,35.64,0.874125,42.8,97.97,78.209451,404.6,148.4,94.9,452.5,4200.0,5.477,997.987915,775.460022,1353.0,15.31,1.45,0.9,81.88,0.46,0.04,5.83,644.794128,-3.427313,0.0
1.59,14.69,0.86,1.92,2.251291,0.459844,22.75,44.6,6843.24,41.79820000000002,6478.871999999998,21.97,22.3,18.3,22.2,40.1,40.1,0.87264,43.7,98.26,75.90585,455.8,166.3,101.0,471.9,4300.0,5.357,1007.68335,772.268555,1353.0,15.31,1.45,0.9,81.88,0.46,0.05,5.89,638.744934,-3.96426,0.0
1.59,14.69,0.86,1.92,2.251291,0.459844,22.75,44.6,6843.24,41.78230000000002,6374.828499999998,21.97,16.500000000000004,19.7,19.3,33.63,33.63,0.88263,40.5,101.19,78.169275,454.9,163.0,101.2,469.4,4100.0,5.411,982.393433,795.050232,1353.0,15.31,1.45,0.9,81.88,0.46,0.05,5.89,634.210083,-4.318727,0.0
1.59,14.69,0.86,1.92,2.251291,0.459844,22.75,44.6,6843.24,41.77120000000003,6318.629199999997,21.97,22.4,25.3,23.3,33.18,32.8482,0.879255,39.7,100.53,77.659425,359.1,131.9,89.2,409.0,4000.0,5.415,970.342285,768.339844,1353.0,15.31,1.45,0.9,81.88,0.46,0.05,5.89,651.792236,-3.4309,0.0
1.6,14.78,0.86,1.93,2.25,0.459992,22.75,44.6,6843.24,41.78230000000002,6395.804699999997,21.97,21.7,24.5,24.7,38.2,37.818,0.91881,39.5,103.57,80.007825,473.9,171.6,103.0,480.0,4100.0,5.641,965.471619,762.224121,1353.0,15.31,1.45,0.9,81.88,0.46,0.05,5.89,666.369019,-3.676849,0.0
1.6,14.78,0.86,1.93,2.25,0.459992,22.91,44.6,6843.24,41.78230000000002,6373.697899999998,21.97,22.5,22.1,20.6,34.16,34.16,0.922725,41.9,104.77,80.767193,470.0,169.2,102.6,478.4,4400.0,5.664,994.185425,722.191284,1353.0,15.31,1.45,0.9,81.88,0.46,0.05,5.89,702.652344,-3.610063,0.0
1.6,14.78,0.86,1.93,2.25,0.459992,22.91,44.6,6843.24,41.79090000000002,6378.214699999998,21.97,20.5,18.4,21.3,33.15,33.15,0.911655,46.1,104.1,80.25069,521.6,180.4,107.3,489.4,4800.0,5.636,1000.781677,781.402161,1353.0,15.31,1.45,0.9,81.88,0.46,0.05,5.68,688.179932,-2.683844,0.0
1.6,14.78,0.86,1.93,2.25,0.459992,22.91,44.6,6843.24,41.79090000000002,6376.419399999998,21.97,21.0,26.3375,23.3,33.0,32.67,0.89694,45.2,104.24,80.358616,477.5,166.7,103.2,481.1,4600.0,5.675,1002.259949,767.371887,1353.0,15.31,1.45,0.9,81.88,0.46,0.05,5.68,727.046509,-2.156026,0.0
1.6,14.78,0.86,1.93,2.25,0.459992,22.91,44.6,6843.24,41.83680000000002,6537.848299999994,21.97,21.9,26.3375,22.9,33.1,32.769,0.902205,49.8,104.5,80.55905,601.4,174.4,116.0,491.1,4500.0,5.697,1002.370544,799.606628,1355.0,15.45,1.66,0.82,81.64,0.43,0.05,5.68,723.018738,-2.543156,0.0
1.68,16.55,0.74,2.14,2.43884,0.423696,24.18,44.6,6843.24,41.72650000000003,6436.971999999992,21.97,21.0,22.0,22.8,37.5,37.5,0.902745,43.8,105.2,79.76264,652.6,169.3,120.8,496.4,4300.0,5.674,999.609558,809.141541,1355.0,15.45,1.66,0.82,81.64,0.43,0.05,5.68,689.796082,-2.177667,0.0
1.68,16.55,0.74,2.14,2.43884,0.423696,24.18,44.6,6843.24,41.73230000000002,6431.773099999992,21.97,21.3,21.3,23.2,33.6,33.264,0.90477,45.2,104.39,79.148498,495.2,178.6,105.8,500.4,4100.0,5.686,955.68634,761.993652,1355.0,15.45,1.66,0.82,81.64,0.43,0.05,5.68,673.000671,-2.234078,0.0
1.68,16.55,0.74,2.14,2.43884,0.423696,24.18,44.6,6843.24,41.73470000000003,6432.129699999993,21.97,20.4,21.5,21.6,30.1,29.799,0.89478,45.1,104.38,79.140916,556.3,190.8,110.8,497.2,4100.0,5.676,961.46936,758.181213,1355.0,15.45,1.66,0.82,81.64,0.43,0.04,5.24,651.035522,-3.04873,0.0
1.68,16.55,0.73,2.17,2.43073,0.424907,22.8,44.6,6843.24,41.73700000000004,6431.372099999992,21.97,22.3,21.6,16.7,32.9,32.571,0.895725,45.2,104.9,80.9828,541.3,191.8,110.3,501.0,4000.0,5.74,956.859497,756.348938,1355.0,15.45,1.66,0.82,81.64,0.43,0.04,5.24,649.522095,-1.885063,0.0
1.68,16.55,0.73,2.17,2.43073,0.424907,22.8,44.6,6843.24,41.72380000000004,6436.841499999992,21.97,18.4,23.8,25.8,31.5,31.185,0.901665,39.4,104.05,80.3266,569.8,180.2,112.5,493.3,4100.0,5.706,962.831726,770.605347,1355.0,15.45,1.66,0.82,81.64,0.43,0.04,5.24,655.387512,-2.252473,0.45
1.68,16.55,0.73,2.17,2.43073,0.424907,21.45,44.6,6843.24,41.74240000000003,6450.273299999992,21.97,23.1,23.2,21.1,36.2,35.838,0.86535,46.1,103.6,81.3778,569.4,169.8,112.3,490.9,4100.0,5.343,950.268433,738.056213,1355.0,15.45,1.66,0.82,81.64,0.43,0.05,5.75,666.937317,-1.764774,0.45
1.63,15.09,0.83,1.87,2.20217,0.469472,21.45,44.6,6843.24,39.449800000000074,6349.859300000007,21.97,18.7,25.3,17.2,34.0,33.66,0.872775,44.2,99.6,78.2358,479.1,184.2,103.8,492.4,4200.0,5.36,972.630127,779.466003,1347.0,15.31,1.69,1.08,81.43,0.49,0.05,5.75,692.839783,-3.388436,0.45
1.63,15.09,0.83,1.87,2.20217,0.469472,21.45,44.6,6843.24,39.449800000000074,6349.859300000007,21.97,20.5,19.3,22.8,31.4,31.4,0.853065,45.5,99.04,77.79592,466.4,180.7,101.9,495.1,4300.0,5.353,982.240784,764.575378,1347.0,15.31,1.69,1.08,81.43,0.49,0.05,5.75,666.937317,-3.479076,0.45
1.63,15.09,0.83,1.87,2.20217,0.469472,21.45,44.6,6843.24,39.467200000000076,6283.125299999998,22.12,16.500000000000004,16.637499999999996,24.3,30.7,30.7,0.85698,47.5,99.23,77.945165,484.8,179.2,102.0,498.4,4400.0,5.331,972.329407,783.37854,1347.0,15.31,1.69,1.08,81.43,0.49,0.05,5.75,651.792236,-2.961505,0.45
1.63,15.09,0.83,1.87,2.20217,0.469472,20.02,44.6,6843.24,39.47690000000008,6301.732399999999,22.12,22.6,23.7,20.9,31.0,30.69,0.85266,46.2,99.02,79.196196,488.9,181.2,103.9,496.2,4500.0,5.372,977.69574,767.253662,1347.0,15.31,1.69,1.08,81.43,0.49,0.05,5.75,631.471069,-3.159027,0.45
1.65,14.91,0.87,1.83,2.209732,0.468272,20.02,44.6,6843.24,41.43890000000003,6358.042600000002,22.12,16.8,21.3,16.8,23.050000000000004,22.522500000000008,0.687285,57.68874999999999,94.7,75.74106,485.3,181.0,103.8,492.1,4600.0,4.272,990.143738,792.975159,1350.0,15.28,1.59,1.12,81.53,0.48,0.05,5.75,626.278198,-2.972111,0.45
1.65,14.91,0.87,1.83,2.209732,0.468272,20.02,44.6,6843.24,39.422600000000074,6294.429399999998,22.12,18.1,20.4,22.6,32.5,32.175,0.69984,53.9,79.07,63.240186,402.6,160.6,94.0,465.2,4100.0,4.295,986.25769,796.137207,1349.0,15.18,1.68,1.04,81.6,0.5,0.05,5.75,637.705505,-2.931424,0.45
1.65,14.91,0.87,1.83,2.209732,0.468272,20.02,44.6,6843.24,39.43750000000007,6274.137099999997,22.83,23.2,22.1,24.9,32.6,32.274,0.699165,47.6,75.71,60.552858,369.2,149.1,90.2,474.2,3900.0,4.161,958.064636,778.832642,1349.0,15.18,1.68,1.04,81.6,0.5,0.05,5.75,632.415527,-3.168983,0.45
1.65,14.91,0.87,1.83,2.209732,0.468272,19.35,44.6,6843.24,46.349999999999994,6667.46,22.83,22.8,16.637499999999996,22.9,23.5,23.265,0.700515,45.6,79.64,64.22966,383.6,119.9,89.9,405.6,3600.0,4.301,970.835022,795.359558,1349.0,15.18,1.68,1.04,81.6,0.5,0.05,5.75,632.03772,-3.539463,0.45
1.69,16.35,0.88,1.98,2.279551,0.45498,19.35,44.6,6843.24,46.349999999999994,6667.46,22.83,16.500000000000004,23.6,18.8,28.1,26.976,0.687555,42.8,78.29,63.140885,322.0,99.7,83.9,360.8,3400.0,4.28,973.682983,793.4599,1349.0,15.18,1.68,1.04,81.6,0.5,0.05,5.75,647.252441,-3.043717,0.45
1.69,16.35,0.88,1.98,2.279551,0.45498,19.35,44.6,6843.24,46.349999999999994,6667.46,22.83,16.500000000000004,16.637499999999996,16.25,29.1,29.1,0.699975,44.8,79.62,64.21353,315.4,86.4,84.1,362.5,3200.0,4.283,990.056091,759.792114,1349.0,15.18,1.68,1.04,81.6,0.5,0.05,5.75,665.421936,-2.777191,0.45
1.69,16.35,0.88,1.98,2.279551,0.45498,19.35,44.6,6843.24,46.349999999999994,6667.46,22.83,24.1,20.5,26.25,31.71,31.3929,0.69795,45.4,80.25,64.721625,320.2,89.7,84.2,367.0,3100.0,4.359,944.472656,748.037964,1352.0,14.96,1.57,1.06,81.92,0.49,0.05,5.75,698.457642,-3.263115,0.45
1.69,16.35,0.88,1.98,2.279551,0.45498,22.34,44.6,6843.24,46.349999999999994,6667.46,22.83,20.2,20.3,24.2,32.6,32.274,0.701865,47.5,80.9,62.82694,318.5,84.8,83.7,356.4,3200.0,4.357,925.321838,706.392883,1352.0,14.96,1.57,1.06,81.92,0.49,0.05,5.75,753.032715,-2.752746,0.45
1.68,15.16,0.84,1.89,2.234602,0.462541,22.34,44.6,6843.24,46.349999999999994,6667.46,22.83,24.5,17.8,24.2,31.3,30.987,0.695655,49.3,81.0,62.9046,368.8,111.4,91.5,397.9,3300.0,4.342,941.026794,724.318848,1352.0,14.96,1.57,1.06,81.92,0.49,0.05,5.75,712.870728,-3.018654,0.0
1.68,15.16,0.84,1.89,2.234602,0.462541,22.34,44.6,6843.24,46.349999999999994,6667.46,22.83,20.4,20.1,23.0,32.6,32.274,0.69714,50.4,80.99,62.896834,355.6,99.2,88.8,382.2,3500.0,4.359,984.580566,725.533997,1352.0,14.96,1.57,1.06,81.92,0.49,0.05,5.75,699.696533,-2.807969,0.0
1.68,15.16,0.84,1.89,2.234602,0.462541,22.34,44.6,6843.24,46.349999999999994,6667.46,22.83,21.3,18.4,19.4,31.18,30.8682,0.5551875,57.68874999999999,64.24125000000001,49.72108549999999,48.025000000000034,49.8,53.49999999999999,272.6,2700.0,2.165,829.9661609199998,663.6721956250003,1352.0,14.96,1.57,1.06,81.92,0.49,0.05,5.75,712.105896,-1.46184,0.0
1.57,15.2,0.95,1.98,2.286464,0.454671,24.12,44.6,6843.24,46.349999999999994,6667.46,22.83,24.3,24.4,21.3,32.7,32.373,0.5551875,57.68874999999999,64.24125000000001,49.72108549999999,131.3,71.7,53.49999999999999,309.0,2700.0,2.768,911.959412,698.315857,1352.0,14.96,1.57,1.06,81.92,0.49,0.05,5.75,735.882935,-2.174941,0.0
1.57,15.2,0.95,1.98,2.286464,0.454671,24.12,44.6,6843.24,46.349999999999994,6667.46,22.83,22.1,24.6,22.9,33.49,33.1551,0.68688,50.1,78.76,59.763088,273.0,92.1,77.9,359.3,3100.0,4.322,940.548523,687.62085,1352.0,14.96,1.57,1.06,81.92,0.49,0.05,5.75,693.220459,-2.133908,0.0
1.57,15.2,0.95,1.98,2.286464,0.454671,24.26,44.6,6843.24,46.349999999999994,6667.46,22.83,21.7,23.3,23.2,28.96,28.6704,0.780165,41.2,89.72,67.953928,361.4,115.8,90.3,411.8,3700.0,4.85,957.841309,687.801636,1352.0,14.96,1.57,1.06,81.92,0.49,0.05,5.75,682.196472,-2.79192,0.0
1.63,15.22,0.88,1.82,2.222159,0.466085,24.26,44.6,6843.24,46.349999999999994,6667.46,22.83,20.7,16.637499999999996,20.1,28.32,28.32,0.78111,42.0,90.29,68.385646,361.8,112.1,90.2,406.8,3800.0,4.864,963.436707,722.982788,1352.0,14.96,1.57,1.06,81.92,0.49,0.05,5.75,674.611755,-2.96734,0.0
1.63,15.22,0.88,1.82,2.222159,0.466085,24.26,44.6,6843.24,46.349999999999994,6667.46,22.83,21.3,23.5,17.3,31.89,31.5711,0.78786,44.4,89.92,68.105408,362.8,102.5,90.0,417.4,4000.0,4.025,975.288208,738.665955,1363.0,14.79,1.59,1.08,82.06,0.48,0.05,5.75,676.791809,-3.475568,0.0
1.63,15.22,0.88,1.82,2.222159,0.466085,24.26,44.6,6843.24,46.349999999999994,6667.46,22.12,25.4,21.8,19.6,26.0,25.74,0.78489,50.4,90.06,68.211444,364.4,117.3,90.2,415.6,4000.0,4.891,952.888672,739.363159,1363.0,14.79,1.59,1.08,82.06,0.48,0.05,5.75,686.754517,-3.100858,0.0
1.63,15.22,0.88,1.82,2.222159,0.466085,21.04,44.6,6843.24,46.349999999999994,6667.46,22.12,23.6,22.5,18.0,32.9,32.571,0.78678,50.4,88.92,70.211232,363.2,117.5,89.9,416.8,3800.0,4.906,966.266907,725.184265,1363.0,14.79,1.59,1.08,82.06,0.48,0.05,5.75,667.410889,-2.735017,0.0
1.57,14.99,0.96,2.5,2.147162,0.481771,21.04,44.6,6843.24,46.349999999999994,6667.46,23.59,16.500000000000004,17.3,16.25,32.0,32.0,0.781515,53.1,89.49,70.661304,380.4,146.0,92.3,451.0,4200.0,4.909,981.041931,724.452942,1376.0,14.39,1.82,1.15,82.24,0.41,0.05,5.75,653.400452,-2.864866,0.0
1.57,14.99,0.96,2.5,2.147162,0.481771,21.04,44.6,6843.24,46.349999999999994,6667.46,23.59,21.6,22.7,21.7,28.3,28.017,0.78003,56.3,90.27,71.277192,415.0,156.4,96.2,461.9,4200.0,4.165,997.282837,751.485107,1376.0,14.39,1.82,1.15,82.24,0.41,0.05,5.75,660.97168,-2.949669,0.0
1.57,14.99,0.96,2.5,2.147162,0.481771,21.04,44.6,6843.24,46.349999999999994,6667.46,23.59,24.1,25.0,22.5,34.2,33.858,0.79272,45.5,89.47,70.645512,394.4,142.0,94.0,453.2,4000.0,4.919,1023.227234,804.490601,1376.0,14.39,1.82,1.15,82.24,0.41,0.05,5.75,660.592957,-3.332436,0.0
1.57,14.99,0.96,2.5,2.147162,0.481771,19.55,44.6,6843.24,46.349999999999994,6667.46,23.59,24.3,23.8,26.25,32.9,32.571,0.792855,46.2,89.47,71.978615,360.2,122.5,89.7,434.8,3700.0,4.854,989.588928,797.380127,1376.0,14.39,1.82,1.15,82.24,0.41,0.05,5.75,622.597351,-3.840412,0.0
1.59,15.53,0.97,2.7,2.289189,0.453196,19.55,44.6,6843.24,46.349999999999994,6667.46,23.59,21.7,18.4,25.4,31.9,31.581,0.596565,50.9,75.23,60.522535,307.5,123.3,80.4,410.3,3400.0,3.905,974.48877,774.06427,1376.0,14.39,1.82,1.15,82.24,0.41,0.05,6.21,653.96814,-2.60665,0.0
1.59,15.53,0.97,2.7,2.289189,0.453196,19.55,44.6,6843.24,46.349999999999994,6667.46,23.59,20.7,25.3,22.8,32.2,31.878,0.623295,50.1,73.85,59.412325,299.1,124.6,80.2,409.5,3200.0,3.875,941.93219,736.362488,1376.0,14.39,1.82,1.15,82.24,0.41,0.05,6.21,690.937134,-2.228448,0.0
1.59,15.53,0.97,2.7,2.289189,0.453196,19.55,44.6,6843.24,46.349999999999994,6667.46,23.59,20.4,21.2,23.4,33.36,33.0264,0.62073,50.1,72.43,58.269935,295.5,126.7,80.6,411.3,3200.0,3.734,928.589417,724.461426,1376.0,14.39,1.82,1.15,82.24,0.41,0.05,6.21,710.958862,-2.954059,0.0
1.59,15.53,0.97,2.7,2.289189,0.453196,22.99,44.6,6843.24,41.81,6299.38,23.59,23.5,19.4,22.3,33.07,32.7393,0.579285,54.2,68.59,52.821159,376.7,129.0,91.7,412.6,3300.0,3.808,930.529846,729.35437,1376.0,14.39,1.82,1.15,82.24,0.41,0.05,6.21,697.79071,-3.750868,0.0
1.55,18.07,0.77,3.03,2.379187,0.434138,22.99,44.6,6843.24,41.81,6299.38,23.59,23.5,23.2,23.5,35.8,35.442,0.619785,56.7,69.89,53.822289,332.5,96.1,85.7,367.5,3600.0,3.812,957.810791,746.787109,1376.0,14.39,1.82,1.15,82.24,0.41,0.05,6.21,740.500671,-3.742458,0.0
1.55,18.07,0.77,3.03,2.379187,0.434138,22.99,44.6,6843.24,41.81,6299.38,23.59,22.7,26.3375,23.3,34.07,33.7293,0.702945,44.8,71.02,54.692502,264.0,76.8,76.1,334.6,3100.0,4.342,968.252747,765.824951,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.13,772.773743,-3.277877,0.0
1.55,18.07,0.77,3.03,2.379187,0.434138,22.99,44.6,6843.24,41.81,6299.38,23.59,20.2,22.1,21.3,32.22,31.8978,0.70173,46.8,79.75,61.415475,260.9,75.8,75.9,333.9,3100.0,4.343,952.491089,742.390503,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.13,711.723572,-4.00815,0.0
1.55,18.07,0.77,3.03,2.379187,0.434138,23.66,44.6,6843.24,41.81,6299.38,23.59,16.500000000000004,16.637499999999996,16.25,31.32,31.32,0.80919,44.1,85.07,64.942438,361.5,100.5,89.9,390.2,3100.0,4.771,938.775879,741.398438,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.13,662.202454,-4.077743,0.0
1.64,15.97,0.94,2.64,2.282276,0.454253,23.66,44.6,6843.24,41.81,6299.38,23.59,18.2,24.2,18.2,26.5,26.235,0.80973,45.7,91.76,70.049584,359.8,109.8,89.6,387.6,3500.0,4.922,975.184753,764.086365,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.13,653.211243,-4.037127,0.0
1.64,15.97,0.94,2.64,2.282276,0.454253,23.66,44.6,6843.24,41.81,6299.38,23.59,23.3,21.0,24.6,30.5,30.195,0.8073,46.9,90.88,69.377792,360.5,105.9,89.8,393.0,3600.0,4.854,966.308716,760.037903,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.13,645.172241,-4.299863,0.0
1.64,15.97,0.94,2.64,2.282276,0.454253,23.66,44.6,6843.24,41.81,6299.38,23.59,22.8,23.9,23.3,29.61,29.3139,0.80163,46.6,90.23,68.881582,369.2,101.8,89.7,388.7,3600.0,4.874,952.730835,728.647644,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.31,690.366516,-4.027029,0.0
1.64,15.97,0.94,2.64,2.282276,0.454253,26.04,44.6,6843.24,41.81,6299.38,22.12,20.5,24.6,25.1,28.29,28.0071,0.81648,46.5,92.12,68.131952,334.2,118.7,86.4,410.9,3600.0,4.898,951.754883,738.248901,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.31,673.190186,-3.992653,0.0
1.71,19.63,0.68,3.01,2.338993,0.440127,26.04,44.6,6843.24,41.81,6299.38,22.12,20.2,24.3,24.1,28.31,28.0269,0.81567,48.1,91.27,67.503292,332.4,110.9,86.1,422.9,3700.0,4.904,974.591248,751.552734,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.31,661.634399,-3.775586,0.0
1.71,19.63,0.68,3.01,2.338993,0.440127,26.04,44.6,6843.24,41.81,6299.38,22.12,23.2,22.3,22.7,33.56,33.2244,0.79731,51.1,90.27,66.763692,373.5,124.5,90.1,423.0,3800.0,4.887,972.104004,742.53479,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.31,657.09082,-3.291842,0.0
1.71,19.63,0.68,3.01,2.338993,0.440127,26.04,44.6,6843.24,41.81,6299.38,22.12,22.8,25.9,22.1,31.99,31.6701,0.81243,51.3,91.32,67.540272,413.9,142.5,95.9,436.4,4000.0,4.897,892.378235,695.359558,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.49,668.452881,-3.118324,0.0
1.71,19.63,0.68,3.01,2.338993,0.440127,24.64,44.6,6843.24,41.81,6299.38,22.12,20.5,16.637499999999996,21.9,35.26,34.9074,0.80703,42.7,91.25,68.766,416.9,144.6,95.9,448.3,3900.0,4.892,989.018188,750.99823,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.49,717.654419,-3.195374,0.0
1.72,19.62,0.69,3.02,2.338592,0.440396,24.64,44.6,6843.24,41.81,6299.38,22.12,16.500000000000004,24.0,22.1,33.3,32.967,0.788535,42.9,90.75,68.3892,412.1,149.0,95.9,440.3,3900.0,4.876,1006.235901,758.319763,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.49,693.50592,-2.699404,0.0
1.72,19.62,0.69,3.02,2.338592,0.440396,24.64,44.6,6843.24,41.81,6299.38,22.12,21.6,24.4,26.25,31.6,31.284,0.7884,45.1,90.74,68.381664,412.2,146.3,96.0,443.0,4100.0,4.888,1017.300842,772.0448,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.49,693.03009,-3.283025,0.0
1.72,19.62,0.69,3.02,2.338592,0.440396,24.64,44.6,6843.24,41.81,6299.38,23.59,22.3,26.3375,24.2,36.2,35.838,0.778275,44.4,89.49,67.439664,893.625,142.9,95.9,442.2,3900.0,6.137,984.750366,750.174622,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.46,676.412659,-3.645166,0.0
1.72,19.62,0.69,3.02,2.338592,0.440396,26.21,44.6,6843.24,41.81,6299.38,23.59,23.2,24.1,23.4,33.8,33.462,0.78246,45.7,87.89,64.854031,438.4,143.2,99.4,445.5,3700.0,4.557,979.954529,802.525513,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.46,680.583435,-4.186409,0.0
1.46,18.02,0.76,3.18,2.421747,0.427014,26.21,44.6,6843.24,41.81,6299.38,23.59,21.9,24.7,23.4,26.8,26.532,0.77247,42.2,88.19,65.075401,453.6,149.2,150.3,256.19999999999993,3600.0,0.913,970.816528,770.458008,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.46,705.323792,-2.673998,0.0
1.46,18.02,0.76,3.18,2.421747,0.427014,26.21,44.6,6843.24,41.81,6299.38,23.59,16.500000000000004,24.5,24.9,23.050000000000004,22.522500000000008,0.77382,41.7,89.12,65.761648,448.8,139.1,98.5,440.1,3400.0,4.718,958.003418,784.827271,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.46,708.856812,-3.916709,0.0
1.46,18.02,0.76,3.18,2.421747,0.427014,26.21,44.6,6843.24,41.81,6299.38,23.59,23.2,23.7,23.5,30.8,30.492,0.780435,43.5,91.0,67.1489,479.3,147.4,102.5,453.2,3300.0,4.791,926.30365,715.858459,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.33,711.914734,-2.947025,0.0
1.46,18.02,0.76,3.18,2.421747,0.427014,26.64,44.6,6843.24,41.81,6299.38,23.59,21.4,23.9,22.5,32.7,32.373,0.77733,48.4,91.23,66.926328,509.7,155.5,106.2,470.3,3700.0,4.713,955.384521,715.956238,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.33,678.97229,-3.564718,0.0
1.46,18.07,0.75,3.18,2.413057,0.428348,26.64,44.6,6843.24,41.81,6299.38,23.59,21.8,20.4,21.8,26.0,25.74,0.781515,49.5,91.42,67.065712,512.7,177.4,107.5,480.9,4000.0,4.783,971.385132,738.10553,1376.0,14.39,1.82,1.15,82.24,0.41,0.04,6.33,652.832825,-3.001543,0.0
1.46,18.07,0.75,3.18,2.413057,0.428348,26.64,44.6,6843.24,41.81,6299.38,21.97,22.3,23.1,23.4,31.5,31.185,0.866565,48.1,96.15,70.53564,642.7,185.6,120.3,499.3,4100.0,5.323,1008.804321,765.7547,1376.0,14.49,1.64,0.98,82.45,0.44,0.04,7.02,716.888672,-1.962027,0.0
1.46,18.07,0.75,3.18,2.413057,0.428348,26.64,44.6,6843.24,41.81,6299.38,21.97,21.8,21.9,23.9,33.1,32.769,0.873315,52.2,103.06,75.604816,705.0,183.2,125.6,504.9,4300.0,5.336,993.55249,755.392639,1376.0,14.49,1.64,0.98,82.45,0.44,0.04,7.02,756.89624,-3.79198,0.0
1.46,18.07,0.75,3.18,2.413057,0.428348,25.59,47.27,6980.53,44.55,5789.91,21.97,16.500000000000004,16.637499999999996,16.25,34.2,33.858,0.86319,52.5,101.74,75.704734,704.2,181.1,125.5,504.9,4400.0,4.928,994.685364,757.724731,1376.0,14.49,1.64,0.98,82.45,0.44,0.04,7.02,711.532349,-4.88726,0.0
1.7,19.42,0.75,3.15,2.372229,0.436266,25.59,47.27,6980.53,44.55,5789.91,21.97,20.9,22.7,20.5,29.9,29.601,0.871695,51.3,101.01,75.161541,709.7,179.5,125.8,504.0,4400.0,4.897,991.832703,772.961365,1376.0,14.49,1.64,0.98,82.45,0.44,0.05,7.2,682.006714,-4.116733,0.0
1.7,19.42,0.75,3.15,2.372229,0.436266,25.59,47.27,6980.53,44.55,5789.91,21.97,21.6,22.0,20.5,32.9,32.9,0.86373,50.1,101.21,75.310361,591.1,171.9,113.8,494.7,4300.0,4.804,1020.284729,819.223389,1376.0,14.49,1.64,0.98,82.45,0.44,0.05,7.2,666.369019,-3.489013,0.0
1.7,19.42,0.75,3.15,2.372229,0.436266,25.59,47.27,6980.53,44.55,5789.91,21.97,22.3,23.1,19.5,33.9,33.561,0.86994,50.1,101.97,75.875877,524.9,167.3,106.9,487.4,4000.0,4.868,1014.153687,819.448425,1376.0,14.49,1.64,0.98,82.45,0.44,0.05,7.2,680.962952,-1.845765,0.0
1.7,19.42,0.75,3.15,2.372229,0.436266,25.06,47.27,6980.53,44.55,5789.91,21.97,22.2,23.3,20.7,34.4,34.056,0.861975,50.2,101.9,76.36386,513.4,182.3,107.2,489.3,4000.0,4.883,981.034241,758.883911,1374.0,14.29,1.62,1.16,82.48,0.45,0.05,7.2,713.253296,-3.519979,0.0
1.6,18.74,0.82,3.09,2.343692,0.442209,25.06,47.27,6980.53,44.55,5789.91,21.97,21.0,22.6,22.0,36.0,36.0,0.863865,41.4,101.34,75.944196,508.4,178.2,106.7,493.6,4200.0,5.312,1000.332886,774.246033,1374.0,14.29,1.62,1.16,82.48,0.45,0.05,7.2,693.791382,-4.519944,0.0
1.6,18.74,0.82,3.09,2.343692,0.442209,25.06,47.27,6980.53,44.55,5789.91,22.12,21.8,22.3,20.8,32.9,32.571,0.866295,49.4,99.98,74.925012,505.1,179.9,106.9,491.1,4300.0,5.22,988.663452,773.007507,1374.0,14.29,1.62,1.16,82.48,0.45,0.05,7.2,675.55957,-2.993345,0.0
