ni_in,fe_in,cao_in,al2o3_in,s_m,bc,mc_kilnfeed,fc_coal,gcv_coal,fc_lcv,gcv_lcv,current_pry,current_sec1,current_sec2,current_sec3,load,realisasi_beban,rpm,kg_tco,charge_kiln,tdo,pry_p,sec_p,pry_v,sec_v,total_fuel,reductor_consume,t_tic162,t_tic163,metal_temp,ni_met,c_met,si_met,fe_met,s_met,ni_slag,fe_slag,t_kalsin,pic_161,loi_kalsin
1.69,17.84,0.82,2.53,2.392523,0.433222,23.6,40.24,5409.6,41.18220000000001,5993.018399999998,21.97,21.7,22.0,22.6,35.53,35.53,0.69957,55.3,85.3,65.1692,691.1,228.2,124.9,579.2,4000.0,0.679,962.304932,761.471008,1393.0,15.05,1.45,1.21,81.73,0.56,0.05,7.99,629.01593,-3.472974,0.0
1.69,17.84,0.82,2.53,2.392523,0.433222,23.6,40.24,5409.6,41.13610000000001,6019.585499999999,20.97,17.8,16.637499999999996,17.2,30.8,30.8,0.765315,51.1,78.41,59.90524,690.3,159.0,125.5,495.8,4000.0,0.92,1013.878479,780.390991,1393.0,15.05,1.45,1.21,81.73,0.56,0.05,7.86,634.115601,-4.155916,0.0
1.69,17.84,0.82,2.53,2.392523,0.433222,23.6,40.24,5409.6,41.18220000000001,5973.975399999999,21.97,20.1,19.7,21.9,36.1,36.1,0.768555,39.8,89.36,68.27104,721.5,165.9,128.6,509.1,4200.0,0.907,1049.899658,832.120422,1393.0,15.05,1.45,1.21,81.73,0.56,0.05,7.86,643.186951,-3.043139,0.0
1.69,17.84,0.82,2.53,2.392523,0.433222,23.6,40.24,5409.6,41.18160000000002,5968.7022,21.97,21.6,22.5,22.2,35.7,35.7,0.760185,38.9,88.4,67.5376,545.6,166.9,111.4,511.4,3600.0,0.901,930.476501,735.11969,1393.0,15.05,1.45,1.21,81.73,0.56,0.05,7.86,645.644958,-3.770807,0.0
1.69,17.84,0.82,2.53,2.392523,0.433222,23.0,40.24,5409.6,42.84,6700.31,21.97,19.2,16.637499999999996,19.6,33.63,33.63,0.854955,49.1,95.91,73.8507,459.4,172.6,103.2,515.8,3800.0,0.86,954.07373,722.752563,1393.0,15.05,1.45,1.21,81.73,0.56,0.05,7.86,650.751709,-2.509403,0.0
1.64,16.92,0.78,2.48,2.413524,0.429341,23.0,40.24,5409.6,42.84,6700.31,21.97,21.9,20.6,21.8,35.5,35.5,0.93636,49.9,107.66,82.8982,544.2,187.3,109.8,529.2,4300.0,1.446,963.871338,699.563171,1393.0,15.05,1.45,1.21,81.73,0.56,0.05,7.9,656.617676,-3.197507,0.0
1.64,16.92,0.78,2.48,2.413524,0.429341,23.0,40.24,5409.6,42.84,6700.31,21.97,23.6,26.3375,22.2,38.0,37.62,0.946755,49.1,109.98,84.6846,467.2,167.1,102.4,502.6,4400.0,1.454,1017.748962,764.355896,1393.0,15.05,1.45,1.21,81.73,0.56,0.05,7.9,721.197998,-3.058419,0.0
1.64,16.92,0.78,2.48,2.413524,0.429341,23.0,40.24,5409.6,42.84,6700.31,21.97,21.5,20.1,22.1,28.2,28.2,0.953235,43.9,110.76,85.2852,389.7,143.0,94.2,467.8,4100.0,1.462,1041.703857,781.142212,1393.0,15.05,1.45,1.21,81.73,0.56,0.05,7.9,681.722046,-3.487803,0.0
1.64,16.92,0.78,2.48,2.413524,0.429341,23.82,40.24,5409.6,42.84,6700.31,21.97,19.5,20.6,21.5,32.1,32.1,0.952965,42.1,111.19,84.704542,390.5,133.7,94.2,460.8,4000.0,1.471,1032.002563,817.318054,1394.0,15.44,1.31,1.22,81.51,0.52,0.05,7.9,707.615112,-3.180024,0.0
1.62,16.94,0.77,2.47,2.391979,0.432937,23.82,40.24,5409.6,42.84,6700.31,21.97,25.5,23.5,21.3,36.4,36.4,0.961605,42.5,110.59,84.247462,417.2,145.0,95.9,417.7,3900.0,1.44,961.518127,805.196289,1394.0,15.44,1.31,1.22,81.51,0.52,0.05,7.9,707.710632,-2.393956,0.0
1.62,16.94,0.77,2.47,2.391979,0.432937,23.82,40.24,5409.6,42.84,6700.31,21.97,23.6,23.3,24.4,33.7,33.7,0.96255,41.1,104.7,79.76046,408.5,140.5,96.1,465.2,3900.0,1.537,948.73114,842.456116,1394.0,15.44,1.31,1.22,81.51,0.52,0.05,8.53,723.402222,-0.6488117351075107,0.0
1.62,16.94,0.77,2.47,2.391979,0.432937,23.82,40.24,5409.6,42.84,6700.31,21.97,21.3,22.0,22.4,36.07,36.07,0.96066,39.1,110.84,84.437912,370.8,138.0,89.8,444.3,3700.0,1.451,921.381592,841.7323,1394.0,15.44,1.31,1.22,81.51,0.52,0.05,8.53,777.6354358750001,-3.664705,0.0
1.59,16.42,0.94,2.32,2.299874,0.453237,22.76,40.24,5409.6,42.84,6700.31,21.97,19.9,16.637499999999996,20.8,36.56,36.56,0.954585,32.6,110.14,85.072136,305.1,82.0,81.9,339.5,3300.0,1.069,922.319092,793.238159,1394.0,15.44,1.31,1.22,81.51,0.52,0.05,9.01,777.6354358750001,-3.482231,0.0
1.59,16.42,0.94,2.32,2.299874,0.453237,22.76,40.24,5409.6,42.84,6700.31,21.97,21.7,16.637499999999996,22.9,33.73,33.73,0.960525,33.6,114.45,88.40118,300.8,79.7,82.3,345.2,3400.0,1.08,956.616333,799.015198,1394.0,15.44,1.31,1.22,81.51,0.52,0.04,8.69,777.6354358750001,-2.17614,0.0
1.59,16.42,0.94,2.32,2.299874,0.453237,23.76,40.24,5409.6,42.84,6700.31,21.97,22.4,21.0,23.7,36.9,36.9,0.96525,39.7,114.39,87.210936,455.4,117.9,101.9,437.2,3600.0,1.069,947.543274,735.304626,1394.0,15.44,1.31,1.22,81.51,0.52,0.04,8.69,777.6354358750001,-2.003508,0.0
1.6,16.58,0.8,2.34,2.309697,0.447951,23.76,40.24,5409.6,42.84,6700.31,21.97,22.7,23.7,22.4,34.2,34.2,0.96174,42.4,114.55,87.33292,523.6,142.7,108.2,478.6,4100.0,1.076,946.891541,723.49231,1396.0,15.4,1.29,1.22,81.56,0.53,0.04,8.69,777.6354358750001,-2.91663,0.0
1.6,16.58,0.8,2.34,2.309697,0.447951,23.76,40.24,5409.6,42.84,6700.31,21.97,23.1,22.0,23.2,34.6,34.6,0.96066,43.2,112.72,85.937728,551.3,174.6,112.3,508.7,4300.0,1.069,944.058533,724.672974,1396.0,15.49,1.33,1.21,81.44,0.53,0.04,8.69,767.636108,-2.911408,0.0
1.6,16.58,0.8,2.34,2.309697,0.447951,23.76,40.24,5409.6,42.84,6700.31,21.97,19.4,20.7,22.1,35.5,35.5,0.959445,44.6,112.31,85.625144,660.3,193.2,121.2,524.7,4400.0,1.14,961.392212,764.686462,1396.0,15.49,1.33,1.21,81.44,0.53,0.04,8.69,751.874329,-3.707354,0.0
1.6,16.58,0.8,2.34,2.309697,0.447951,23.76,40.24,5409.6,42.84,6700.31,21.97,21.1,20.8,20.6,34.1,34.1,0.954585,45.1,114.22,87.081328,538.9,196.4,110.9,530.8,4600.0,1.147,981.98761,806.248535,1396.0,15.49,1.33,1.21,81.44,0.53,0.04,8.69,714.113953,-2.426477,0.0
1.6,16.58,0.8,2.34,2.309697,0.447951,23.76,40.24,5409.6,42.84,6700.31,21.97,18.9,19.4,19.6,35.41,35.41,0.962415,41.8,112.24,85.571776,437.2,214.1,100.5,547.5,4700.0,1.143,981.552246,801.047852,1396.0,15.49,1.33,1.21,81.44,0.53,0.05,9.08,711.245605,-4.232834,0.0
1.6,16.58,0.8,2.34,2.309697,0.447951,23.92,40.24,5409.6,42.84,6700.31,21.97,19.5,22.1,21.2,37.04,37.04,0.96768,57.68874999999999,105.49,80.256792,474.5,192.2,103.0,530.0,6250.905812672262,1.037,915.512146,747.006165,1396.0,15.49,1.33,1.21,81.44,0.53,0.05,9.08,685.32959,-3.353357,0.0
1.64,17.34,0.92,2.41,2.320449,0.448607,23.92,40.24,5409.6,44.73,7454.01,21.97,19.8,21.9,22.3,37.41,37.41,0.80325,49.8,100.24,76.262592,580.1,202.4,113.4,544.3,5000.0,0.905,887.29718,740.615356,1390.0,15.52,1.29,1.17,81.46,0.56,0.05,9.55,646.495972,-0.6488117351075107,0.0
1.64,17.34,0.92,2.41,2.320449,0.448607,23.92,40.24,5409.6,44.73,7454.01,21.97,22.2,21.1,21.8,29.75,29.75,0.93906,37.8,109.97,83.665176,581.6,212.5,116.0,541.6,4166.666667,0.975,872.055481,693.812561,1390.0,15.52,1.29,1.17,81.46,0.56,0.05,9.55,638.272461,-3.458224,0.3
1.76,20.36,0.72,3.02,2.431359,0.426033,23.92,40.24,5409.6,44.73,7454.01,21.97,25.0,23.3,25.1,35.52,35.1648,0.94068,39.6,116.01,88.260408,637.7,236.0,120.1,568.5,4600.0,3.934,889.574951,735.636719,1390.0,15.52,1.29,1.17,81.46,0.56,0.05,9.55,655.198181,-3.623694,0.3
1.76,20.36,0.72,3.02,2.431359,0.426033,24.19,40.24,5409.6,44.73,7454.01,21.97,22.8,22.3,23.1,38.83,38.4417,0.94095,38.7,116.11,88.022991,611.9,235.6,118.1,570.2,4500.0,3.942,873.714661,730.432739,1390.0,15.52,1.29,1.17,81.46,0.56,0.05,9.55,678.308655,-3.798712,0.3
1.76,20.36,0.72,3.02,2.431359,0.426033,24.19,40.24,5409.6,44.73,7454.01,21.97,21.2,23.8,22.6,36.73,36.73,0.941895,39.8,115.43,87.507483,564.1,238.1,114.7,564.1,4600.0,4.165,879.391541,733.192078,1390.0,15.52,1.29,1.17,81.46,0.56,0.05,9.55,675.749146,-4.483742,0.3
1.76,20.36,0.72,3.02,2.431359,0.426033,24.19,40.24,5409.6,44.73,7454.01,21.97,23.7,24.3,23.8,33.41,33.0759,1.01169,42.3,103.92,78.781752,402.5,202.8,95.9,402.5,4400.0,4.113,938.751709,765.711365,1390.0,15.52,1.29,1.17,81.46,0.56,0.05,9.55,647.630676,-3.916068,0.3
1.76,20.36,0.72,3.02,2.431359,0.426033,22.39,40.24,5409.6,44.73,7454.01,21.97,21.6,21.4,22.5,36.7,36.7,0.667305,35.2,64.24125000000001,49.72108549999999,123.6,32.1,53.49999999999999,278.0,3000.0,3.688,921.86615,814.283508,1383.0,15.73,1.3,1.17,81.24,0.56,0.05,9.55,633.359924,-3.588045,0.3
1.76,20.36,0.72,3.02,2.431359,0.426033,20.28,40.24,5409.6,44.73,7454.01,21.97,22.4,23.2,21.7,36.1,36.1,0.796365,38.2,64.24125000000001,51.132408,208.7,81.7,68.0,347.0,2600.0,3.653,829.9661609199998,784.170227,1383.0,15.73,1.3,1.17,81.24,0.56,0.06,9.31,639.784424,-3.931188,0.3
1.65,17.12,0.79,2.5,2.506198,0.414517,20.28,40.24,5409.6,44.73,7454.01,21.97,22.8,25.2,23.4,33.8,33.462,0.94824,33.9,99.52,79.337344,327.7,120.5,84.1,421.5,3400.0,1.04,829.9661609199998,799.912781,1383.0,15.73,1.3,1.17,81.24,0.56,0.06,9.31,648.576416,-4.058169,0.3
1.65,17.12,0.79,2.5,2.506198,0.414517,20.28,40.24,5409.6,44.73,7454.01,21.97,23.4,24.7,24.7,33.0,32.67,0.95175,39.4,109.56,87.341232,351.3,133.9,87.9,445.4,3400.0,1.037,831.61908,761.934021,1383.0,15.73,1.3,1.17,81.24,0.56,0.06,9.31,649.332947,-2.231583,0.0
1.65,17.12,0.79,2.5,2.506198,0.414517,20.28,40.24,5409.6,44.73,7454.01,21.07,20.6,19.0,21.0,28.62,28.3338,0.966735,45.8,111.56,88.935632,497.6,184.4,105.7,515.2,4100.0,1.078,829.9661609199998,720.074341,1383.0,15.73,1.3,1.17,81.24,0.56,0.06,9.31,644.60498,-2.336171,0.0
1.65,17.12,0.79,2.5,2.506198,0.414517,20.21,40.24,5409.6,44.73,7454.01,21.07,19.7,21.1,22.1,30.63,30.63,0.967005,44.1,115.42,92.093618,513.1,195.6,107.9,531.9,4500.0,1.066,889.142883,717.260803,1383.0,15.73,1.3,1.17,81.24,0.56,0.06,9.13,641.95813,-2.148991,0.0
1.66,17.1,0.79,2.46,2.5,0.415524,20.21,40.24,5409.6,44.73,7454.01,21.07,21.9,18.4,22.8,27.52,27.2448,0.972675,42.3,113.07,90.218553,510.5,199.0,107.9,534.0,4500.0,1.157,952.836487,707.108154,1383.0,15.73,1.3,1.17,81.24,0.56,0.06,9.13,633.832214,-2.626069,0.0
1.66,17.1,0.79,2.46,2.5,0.415524,20.21,40.24,5409.6,44.73,7454.01,21.07,20.5,20.8,20.8,25.75,25.75,0.96876,43.5,113.58,90.625482,521.2,197.8,109.1,537.2,4400.0,1.166,929.422913,674.240662,1383.0,15.73,1.3,1.17,81.24,0.56,0.06,9.13,622.314209,-2.686939,0.0
1.66,17.1,0.79,2.46,2.5,0.415524,20.21,40.24,5409.6,44.73,7454.01,21.07,21.2,21.6,20.9,30.12,29.8188,0.96822,45.6,115.32,92.013828,540.6,200.6,111.3,535.6,4800.0,0.798,926.12561,663.6721956250003,1385.0,15.76,1.26,1.21,81.19,0.58,0.06,9.13,622.031128,-3.40871,0.0
1.66,17.1,0.79,2.46,2.5,0.415524,24.06,40.24,5409.6,44.73,7454.01,21.07,19.8,22.5,19.4,29.67,29.3733,0.967545,45.5,115.68,87.847392,546.5,204.6,111.9,534.9,4800.0,1.227,925.755615,663.6721956250003,1385.0,15.76,1.26,1.21,81.19,0.58,0.06,9.13,623.541016,-3.611391,0.0
1.72,17.12,0.88,2.63,2.312078,0.44918,22.66,40.24,5409.6,44.73,7454.01,20.045,20.0,20.6,20.5,23.050000000000004,22.522500000000008,0.5551875,57.68874999999999,64.24125000000001,49.72108549999999,48.025000000000034,42.2,53.49999999999999,296.3,2800.0,2.262,829.9661609199998,663.6721956250003,1385.0,15.76,1.26,1.21,81.19,0.58,0.05,9.07,632.132141,-3.784572,0.0
1.72,17.12,0.88,2.63,2.312078,0.44918,22.66,40.24,5409.6,44.73,7454.01,20.045,16.500000000000004,20.2,20.4,23.050000000000004,22.522500000000008,0.67419,51.1,64.24125000000001,49.72108549999999,176.7,95.7,60.0,384.0,3300.0,0.877,936.891724,676.353394,1385.0,15.76,1.26,1.21,81.19,0.58,0.05,9.07,632.509949,-3.689379,0.0
1.72,17.12,0.88,2.63,2.312078,0.44918,21.35,40.24,5409.6,41.71,6263.72,20.045,20.7,19.1,19.6,23.050000000000004,22.522500000000008,0.7641,43.8,83.58,65.73567,480.0,79.2,102.0,372.1,3700.0,1.03,941.296387,736.851135,1385.0,15.76,1.26,1.21,81.19,0.58,0.05,9.07,623.541016,-2.801456,0.0
1.67,17.09,0.82,2.49,2.34232,0.442605,21.35,40.24,5409.6,41.71,6263.72,20.045,19.7,18.5,20.8,23.050000000000004,22.522500000000008,1.029105,39.8,101.24,79.62526,670.3,89.8,122.2,409.6,3800.0,1.169,948.818848,716.057312,1385.0,15.76,1.26,1.21,81.19,0.58,0.05,9.07,624.579163,-4.196054,0.0
1.67,17.09,0.82,2.49,2.34232,0.442605,21.35,40.24,5409.6,41.71,6263.72,20.045,22.6,21.7,21.8,23.050000000000004,22.522500000000008,1.031805,41.9,115.74,91.02951,760.9,101.2,131.3,415.3,4200.0,1.14,998.55011,684.967651,1385.0,15.76,1.26,1.21,81.19,0.58,0.05,8.91,622.786011,-1.3472,0.0
1.51,14.67,0.87,2.18,2.25863,0.458317,21.35,40.24,5409.6,41.71,6263.72,20.48,23.1,22.8,22.9,25.88,25.3624,1.02708,43.7,115.83,91.100295,760.1,111.4,131.1,432.0,4300.0,1.163,990.730774,692.100464,1385.0,15.76,1.26,1.21,81.19,0.58,0.05,8.91,644.321411,-3.498443,0.0
1.51,14.67,0.87,2.18,2.25863,0.458317,22.73,40.24,5409.6,41.71,6263.72,20.48,20.0,19.7,19.8,23.7,23.463,1.031265,44.8,114.9,88.78323,754.7,117.1,130.7,438.9,4500.0,4.481,1029.781982,708.479736,1385.0,15.76,1.26,1.21,81.19,0.58,0.05,8.91,648.765503,-3.305072,0.0
1.51,14.67,0.87,2.18,2.25863,0.458317,22.73,40.24,5409.6,41.71,6263.72,21.07,18.7,16.637499999999996,18.9,27.8,27.522,1.028565,45.1,115.65,89.362755,754.7,129.2,130.8,458.8,4600.0,1.198,1035.661987,731.782532,1385.0,15.76,1.26,1.21,81.19,0.58,0.05,8.91,679.92041,-3.21103,0.0
1.51,14.67,0.87,2.18,2.25863,0.458317,22.73,40.24,5409.6,41.71,6263.72,22.47,23.7,21.1,25.8,26.86,26.86,1.0314,46.4,116.21,89.795467,751.9,131.2,131.0,463.2,4500.0,1.16,1018.188293,781.938782,1399.0,15.72,1.24,1.17,81.29,0.58,0.06,9.0,717.750183,-3.328386,0.0
1.73,16.91,0.82,2.48,2.172759,0.476139,24.5,40.24,5409.6,41.71,6263.72,22.47,19.3,21.7,18.7,37.1,37.1,0.98901,38.0,114.76,86.6438,689.5,138.9,124.9,473.6,3800.0,1.012,964.378357,772.83075,1399.0,15.72,1.24,1.17,81.29,0.58,0.06,9.0,660.592957,-2.729839,0.03
1.73,16.91,0.82,2.48,2.172759,0.476139,24.5,40.24,5409.6,41.71,6263.72,22.47,22.5,20.7,25.2,33.9,33.561,0.98577,38.4,114.58,86.5079,693.9,125.8,125.4,466.1,3900.0,1.018,949.720764,767.078918,1399.0,15.72,1.24,1.17,81.29,0.58,0.06,9.0,736.075256,-3.216314,0.03
1.73,16.91,0.82,2.48,2.172759,0.476139,24.5,40.24,5409.6,41.71,6263.72,22.47,26.099999999999998,26.3375,24.2,31.8,31.482,0.986715,39.5,112.88,85.2244,642.9,131.6,120.6,474.6,3900.0,1.018,963.131714,757.331726,1399.0,15.72,1.24,1.17,81.29,0.58,0.05,8.65,731.462402,-3.315133,0.03
1.74,16.97,0.81,2.45,2.180415,0.474376,24.5,40.24,5409.6,41.71,6263.72,22.47,20.8,21.4,22.9,34.8,34.8,0.99009,41.4,114.85,86.71175,630.8,140.7,119.7,474.9,4000.0,1.019,974.848083,725.963013,1398.0,15.84,1.18,1.13,81.31,0.54,0.05,8.65,703.987854,-3.730642,0.03
1.74,16.97,0.81,2.45,2.180415,0.474376,22.63,40.24,5409.6,41.71,6263.72,22.47,21.5,23.0,24.9,33.7,33.363,0.97632,45.5,114.29,88.426173,659.4,161.3,122.1,500.4,4400.0,1.027,974.25592,709.478638,1395.0,15.9,1.17,1.17,81.18,0.59,0.05,8.65,701.60321,-3.605238,0.03
1.74,16.97,0.81,2.45,2.180415,0.474376,22.63,40.24,5409.6,41.71,6263.72,22.47,25.1,22.5,22.5,33.2,32.868,0.97767,44.6,114.17,88.333329,668.5,173.2,121.9,508.8,4600.0,1.089,997.50354,735.443665,1395.0,15.9,1.17,1.17,81.18,0.59,0.05,8.65,705.514771,-2.74971,0.03
1.74,16.97,0.81,2.45,2.180415,0.474376,22.63,40.24,5409.6,41.71,6263.72,22.47,26.0,26.0,23.9,38.3,37.917,0.96849,45.5,114.65,88.704705,673.5,191.4,123.6,530.0,4800.0,1.026,993.411682,742.072266,1395.0,15.9,1.17,1.17,81.18,0.59,0.05,8.43,731.270325,-3.078956,0.0
1.74,16.97,0.81,2.45,2.180415,0.474376,22.63,40.24,5409.6,41.71,6263.72,22.78,17.5,20.1,21.0,25.59,25.59,0.975645,46.2,117.17,90.654429,664.6,190.1,122.8,526.2,4600.0,0.459,993.913086,763.135315,1395.0,15.9,1.17,1.17,81.18,0.59,0.06,8.2,709.334412,-3.574525,0.0
1.74,16.97,0.81,2.45,2.180415,0.474376,22.33,40.24,5409.6,41.71,6263.72,22.78,20.1,16.637499999999996,21.9,41.44,41.44,0.98226,47.8,112.21,87.153507,732.4,231.4,129.0,566.2,4800.0,0.923,1008.62677,746.946777,1395.0,15.9,1.17,1.17,81.18,0.59,0.06,8.2,671.958313,-1.840505,0.0
1.73,17.03,0.83,2.48,2.317961,0.446933,22.33,40.24,5409.6,41.71,6263.72,22.78,18.0,21.3,18.3,38.34,37.9566,0.977535,49.2,105.97,82.306899,520.8,202.9,108.9,534.5,4800.0,0.932,1011.725891,758.952087,1395.0,15.9,1.17,1.17,81.18,0.59,0.06,8.2,609.958862,-3.081288,0.0
1.73,17.03,0.83,2.48,2.317961,0.446933,22.33,40.24,5409.6,41.71,6263.72,22.47,17.7,22.4,22.9,32.35,32.0265,0.978345,45.3,114.7,89.08749,555.4,205.9,112.1,534.8,4900.0,1.034,979.129333,766.523987,1396.0,15.82,1.15,1.15,81.29,0.59,0.06,8.2,691.69812,-3.319394,0.0
1.73,17.03,0.83,2.48,2.317961,0.446933,22.33,40.24,5409.6,41.71,6263.72,22.47,21.3,20.7,16.8,37.58,37.58,0.97983,46.5,120.44,93.545748,574.5,236.9,114.0,569.2,4900.0,1.024,913.745422,755.411377,1390.0,15.9,1.1,1.1,81.33,0.57,0.06,8.2,667.505615,-4.272487,0.0
1.73,17.03,0.83,2.48,2.317961,0.446933,22.92,40.24,5409.6,41.71,6263.72,22.47,21.9,22.4,21.7,36.38,36.38,0.96174,49.2,120.55,92.91994,676.9,234.3,124.1,569.9,5200.0,1.023,917.251099,739.994568,1390.0,15.9,1.1,1.1,81.33,0.57,0.06,8.2,632.982178,-3.675924,0.0
1.73,17.04,0.83,2.5,2.389327,0.433575,22.92,40.24,5409.6,41.71,6263.72,22.47,21.0,21.6,21.8,38.09,38.09,0.5551875,43.1,92.72,71.468576,501.0,101.0,106.6,393.0,4800.0,0.537,949.501831,796.299194,1390.0,15.9,1.1,1.1,81.33,0.57,0.06,8.2,619.106262,-4.01943,0.0
1.73,17.04,0.83,2.5,2.389327,0.433575,22.92,40.24,5409.6,41.71,6263.72,22.47,21.1,20.4,16.25,35.4,35.4,0.5551875,45.3,64.24125000000001,49.72108549999999,184.5,48.4,63.8,290.0,2600.0,2.167,919.299255,762.300232,1390.0,15.9,1.1,1.1,81.33,0.57,0.06,8.2,625.900574,-1.469127,0.0
1.71,17.81,0.92,2.59,2.36393,0.440994,23.47,40.24,5409.6,39.96,6181.5,21.07,20.3,20.8,17.3,29.78,29.4822,0.5551875,33.3,64.24125000000001,49.72108549999999,139.8,42.5,55.6,276.6,2100.0,2.375,829.9661609199998,760.757568,1390.0,15.9,1.1,1.1,81.33,0.57,0.06,8.2,653.022034,-3.826684,0.0
1.71,17.81,0.92,2.59,2.36393,0.440994,23.47,40.24,5409.6,39.96,6181.5,22.47,21.3,21.9,22.0,33.21,33.21,0.791505,44.2,77.0,58.9281,321.8,101.6,84.6,405.8,3300.0,1.117,900.662842,778.167358,1390.0,15.9,1.1,1.1,81.33,0.57,0.06,8.2,653.873535,-3.040572,0.0
1.71,17.81,0.92,2.59,2.36393,0.440994,23.47,40.24,5409.6,39.96,6181.5,22.47,18.0,22.0,21.6,34.89,34.5411,0.9936,42.4,107.69,82.415157,336.8,108.0,86.2,411.9,3800.0,1.065,927.162781,757.143127,1390.0,15.9,1.1,1.1,81.33,0.57,0.06,8.2,651.319214,-3.920065,0.0
1.71,17.81,0.92,2.59,2.36393,0.440994,23.47,40.24,5409.6,39.96,6181.5,22.47,20.1,19.0,18.9,36.08,35.7192,0.99198,42.6,116.95,89.501835,378.3,127.5,91.6,441.7,4200.0,1.088,929.34198,774.156494,1390.0,15.9,1.1,1.1,81.33,0.57,0.06,8.2,669.779114,-3.500371,0.0
1.66,15.73,1.02,2.32,2.087389,0.498372,24.27,40.24,5409.6,39.96,6181.5,22.47,22.8,23.6,22.0,38.09,37.7091,0.988605,48.7,116.66,88.346618,472.0,172.8,103.5,499.0,4300.0,1.067,974.281616,731.185486,1390.0,15.9,1.1,1.1,81.33,0.57,0.06,8.2,673.000671,-3.677766,0.0
1.66,15.73,1.02,2.32,2.087389,0.498372,24.27,40.24,5409.6,39.96,6181.5,22.47,19.7,22.7,21.1,37.17,37.17,0.990495,47.3,115.23,87.263679,493.1,171.3,105.9,502.7,4700.0,1.151,942.539978,778.072815,1395.0,15.96,1.11,1.11,81.23,0.59,0.06,8.2,665.516663,-2.150937,0.0
1.66,15.73,1.02,2.32,2.087389,0.498372,24.27,40.24,5409.6,39.96,6181.5,22.47,23.9,22.2,23.8,34.1,33.759,0.985635,41.1,115.11,87.172803,476.7,170.7,103.9,497.1,4500.0,1.154,982.758972,815.278198,1395.0,15.96,1.11,1.11,81.23,0.59,0.06,8.2,685.32959,-3.440298,0.0
1.66,15.73,1.02,2.32,2.087389,0.498372,24.27,40.24,5409.6,39.96,6181.5,22.47,21.7,16.637499999999996,22.6,35.78,35.78,0.99009,42.2,116.46,88.195158,476.3,165.6,104.0,499.1,4200.0,1.079,921.063538,817.320251,1395.0,15.96,1.11,1.11,81.23,0.59,0.06,8.2,674.990906,-3.160633,0.0
1.63,16.89,1.28,2.62,2.51523,0.421136,25.12,40.24,5409.6,39.96,6181.5,22.47,19.7,20.4,20.8,37.85,37.4715,0.98928,41.7,114.82,85.977216,494.9,163.6,106.0,502.0,3900.0,0.979,893.966553,768.414978,1395.0,15.96,1.11,1.11,81.23,0.59,0.06,8.2,658.321167,-3.569492,0.0
1.63,16.89,1.28,2.62,2.51523,0.421136,25.12,40.24,5409.6,39.96,6181.5,22.47,18.2,20.4,20.1,35.48,35.1252,0.5551875,54.1,97.3,72.85824,451.5,163.6,101.1,435.6,3800.0,1.332,829.9661609199998,663.6721956250003,1395.0,15.96,1.11,1.11,81.23,0.59,0.06,8.2,670.347595,-4.240913,0.0
1.63,16.89,1.28,2.62,2.51523,0.421136,25.12,40.24,5409.6,39.96,6181.5,22.47,16.6,20.6,21.3,33.72,33.3828,0.5551875,57.68874999999999,64.24125000000001,49.72108549999999,196.6,116.2,66.3,300.9,2800.0,1.394,937.087769,716.561768,1396.0,15.9,1.22,1.1,81.2,0.58,0.06,8.2,660.214294,-3.68731,0.0
1.62,16.84,1.26,2.61,2.511704,0.421434,25.12,40.24,5409.6,39.96,6181.5,22.47,22.4,21.3,19.8,33.38,33.0462,0.87534,40.7,74.86,56.055168,712.7,57.8,126.7,328.4,3700.0,0.995,979.749573,745.775513,1397.0,16.28,1.21,1.04,80.83,0.64,0.06,8.2,684.095032,-3.106392,0.0
1.62,16.84,1.26,2.61,2.511704,0.421434,26.62,40.24,5409.6,39.96,6181.5,22.47,23.1,25.0,16.25,37.6,37.224,1.03491,40.7,112.98,82.904724,742.7,66.2,129.3,335.5,4200.0,1.134,1008.190613,701.561707,1397.0,16.28,1.21,1.04,80.83,0.64,0.06,8.2,673.095459,-2.859594,0.0
1.62,16.84,1.26,2.61,2.511704,0.421434,26.62,40.24,5409.6,39.96,6181.5,22.47,22.9,23.2,23.5,34.7,34.7,1.028025,41.8,115.36,84.651168,740.9,46.0,129.4,319.4,4300.0,1.047,996.948669,701.429626,1397.0,16.28,1.21,1.04,80.83,0.64,0.06,8.2,684.664795,-3.60662,0.0
1.62,16.84,1.26,2.61,2.511704,0.421434,26.62,40.24,5409.6,39.96,6181.5,20.045,19.7,18.2,18.2,23.050000000000004,22.522500000000008,0.5551875,52.8,64.24125000000001,49.72108549999999,459.8,58.0,101.4,324.2,2200.0,2.085,851.362671,663.6721956250003,1397.0,16.28,1.21,1.04,80.83,0.64,0.06,8.2,708.47467,-3.299729,0.18
1.62,16.84,1.26,2.61,2.511704,0.421434,23.9,40.24,5409.6,39.96,6181.5,20.045,16.500000000000004,16.637499999999996,16.25,23.050000000000004,22.522500000000008,0.763155,50.8,83.46,63.51306,579.4,163.3,113.7,498.1,4000.0,0.839,994.774536,688.414001,1397.0,16.28,1.21,1.04,80.83,0.64,0.06,8.2,693.98175,-4.144331,0.18
